season,week,outcome,date,time,rotation,team,score,wagers,BETONLINE_spread,BETONLINE_odds,BOVODA_spread,BOVODA_odds,BookMaker_spread,BookMaker_odds,BAS_spread,BAS_odds,Heritage_spread,Heritage_odds,everygame_spread,everygame_odds,JustBET_spread,JustBET_odds,bet105_spread,bet105_odds,WAGERWEB_spread,WAGERWEB_odds,opener_spread,opener_odds
2019,2,FINAL,Sun 9/15,8:20 PM,287,Philadelphia,20,51%,-1.0,-110,-1.5,-110,-1.0,-110,,,-1.0,-105,-1.0,-115,-1.0,-103,,,-1.0,-111,-1.5,-110
2019,2,FINAL,Sun 9/15,8:20 PM,288,Atlanta,24,49%,1.0,-110,1.5,-110,1.0,-110,,,1.0,-105,1.0,-105,1.0,-118,,,1.0,-109,1.5,-110
2019,2,FINAL,Thu 9/12,8:20 PM,101,Tampa Bay,20,41%,6.5,-110,7.0,-105,6.5,-119,,,6.5,-105,7.0,-120,6.5,-116,,,6.5,-111,6.5,-110
2019,2,FINAL,Thu 9/12,8:20 PM,102,Carolina,14,59%,-6.5,-110,-7.0,-115,-6.5,-101,,,-6.5,-105,-7.0,+100,-6.5,-104,,,-6.5,-109,-6.5,-110
2019,3,FINAL,Mon 9/23,8:15 PM,489,Chicago,31,49%,-5.0,-105,-5.5,-105,-4.5,-115,,,-4.5,-105,-5.0,-110,-4.5,-115,,,-4.5,-110,-5.0,-110
2019,3,FINAL,Mon 9/23,8:15 PM,490,Washington,15,51%,5.0,-115,5.5,-115,4.5,-105,,,4.5,-105,5.0,-110,4.5,-105,,,4.5,-110,5.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,461,Denver,16,54%,7.0,-110,7.5,-115,7.0,-115,,,7.0,-110,7.0,-110,7.0,-115,,,7.0,-117,6.5,-110
2019,3,FINAL,Sun 9/22,1:00 PM,462,Green Bay,27,46%,-7.0,-110,-7.5,-105,-7.0,-105,,,-7.0,+100,-7.0,-110,-7.0,-105,,,-7.0,-103,-6.5,-110
2019,3,FINAL,Sun 9/22,1:00 PM,469,Atlanta,24,52%,1.0,-106,1.0,-115,1.0,-105,,,1.0,-105,1.5,-110,1.0,-105,,,1.5,-112,2.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,470,Indianapolis,27,48%,-1.0,-114,-1.0,-105,-1.0,-115,,,-1.0,-105,-1.5,-110,-1.0,-115,,,-1.5,-108,-2.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,465,Baltimore,28,48%,5.0,-115,5.0,-110,4.0,-112,,,4.5,-105,4.5,-105,4.0,-112,,,4.5,-111,6.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,466,Kansas City,33,52%,-5.0,-105,-5.0,-110,-4.0,-108,,,-4.5,-105,-4.5,-115,-4.0,-108,,,-4.5,-109,-6.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,467,Cincinnati,17,54%,6.0,-116,6.0,-115,6.0,-117,,,5.5,-105,6.5,-120,6.0,-117,,,5.5,-108,4.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,468,Buffalo,21,46%,-6.0,-104,-6.0,-105,-6.0,-103,,,-5.5,-105,-6.5,+100,-6.0,-103,,,-5.5,-112,-4.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,473,N.Y. Jets,14,42%,20.5,-115,21.5,-110,20.5,-110,,,20.5,-105,21.0,-115,20.5,-110,,,20.5,-107,16.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,474,New England,30,58%,-20.5,-105,-21.5,-110,-20.5,-110,,,-20.5,-105,-21.0,-105,-20.5,-110,,,-20.5,-113,-16.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,463,Detroit,27,67%,4.5,-118,4.5,-110,4.0,-110,,,4.0,-105,4.0,-110,4.0,-110,,,4.0,-113,7.0,-105
2019,3,FINAL,Sun 9/22,1:00 PM,464,Philadelphia,24,33%,-4.5,-102,-4.5,-110,-4.0,-110,,,-4.0,-105,-4.0,-110,-4.0,-110,,,-4.0,-107,-7.0,-115
2019,3,FINAL,Sun 9/22,1:00 PM,471,Oakland,14,49%,9.0,-113,9.0,-115,9.0,-112,,,8.5,-105,9.0,-110,9.0,-112,,,8.5,-110,7.0,-105
2019,3,FINAL,Sun 9/22,1:00 PM,472,Minnesota,34,51%,-9.0,-107,-9.0,-105,-9.0,-108,,,-8.5,-105,-9.0,-110,-9.0,-108,,,-8.5,-110,-7.0,-115
2019,3,FINAL,Sun 9/22,1:00 PM,475,Miami,6,41%,21.5,-105,23.0,-115,22.5,-115,,,22.0,-105,21.5,-110,22.5,-115,,,22.0,-111,16.0,-110
2019,3,FINAL,Sun 9/22,1:00 PM,476,Dallas,31,59%,-21.5,-115,-23.0,-105,-22.5,-105,,,-22.0,-105,-21.5,-110,-22.5,-105,,,-22.0,-109,-16.0,-110
2019,3,FINAL,Sun 9/22,4:05 PM,477,N.Y. Giants,32,52%,4.5,-110,5.0,-110,5.0,-107,,,4.5,-105,5.0,-110,5.0,-107,,,4.5,-109,4.5,-110
2019,3,FINAL,Sun 9/22,4:05 PM,478,Tampa Bay,31,48%,-4.5,-110,-5.0,-110,-5.0,-113,,,-4.5,-105,-5.0,-110,-5.0,-113,,,-4.5,-111,-4.5,-110
2019,3,FINAL,Sun 9/22,4:05 PM,479,Carolina,38,41%,2.0,-112,2.5,-110,2.0,-110,,,2.0,-105,2.5,-115,2.0,-110,,,2.0,-109,-3.5,-110
2019,3,FINAL,Sun 9/22,4:05 PM,480,Arizona,20,59%,-2.0,-108,-2.5,-110,-2.0,-110,,,-2.0,-105,-2.5,-105,-2.0,-110,,,-2.0,-111,3.5,-110
2019,3,FINAL,Sun 9/22,4:25 PM,485,Pittsburgh,20,54%,6.5,-115,6.5,-115,6.0,-110,,,6.0,-105,6.0,-110,6.0,-110,,,6.0,-112,,-110
2019,3,FINAL,Sun 9/22,4:25 PM,486,San Francisco,24,46%,-6.5,-105,-6.5,-105,-6.0,-110,,,-6.0,-105,-6.0,-110,-6.0,-110,,,-6.0,-108,,-110
2019,3,FINAL,Sun 9/22,4:25 PM,483,Houston,27,53%,3.0,-101,3.0,-105,3.0,-101,,,3.0,+100,3.0,-105,3.0,-101,,,3.0,-108,4.5,-110
2019,3,FINAL,Sun 9/22,4:25 PM,484,L.A. Chargers,20,47%,-3.0,-119,-3.0,-115,-3.0,-119,,,-3.0,-110,-3.0,-115,-3.0,-119,,,-3.0,-112,-4.5,-110
2019,3,FINAL,Sun 9/22,4:25 PM,481,New Orleans,33,43%,5.0,-104,5.5,-105,5.5,-110,,,5.0,-105,5.0,-110,5.5,-110,,,5.0,-108,-2.5,+100
2019,3,FINAL,Sun 9/22,4:25 PM,482,Seattle,27,57%,-5.0,-116,-5.5,-115,-5.5,-110,,,-5.0,-105,-5.0,-110,-5.5,-110,,,-5.0,-112,2.5,-120
2019,3,FINAL,Sun 9/22,8:20 PM,487,L.A. Rams,20,60%,-4.0,-115,-5.0,-110,-4.0,-115,,,-4.0,-105,-4.5,-115,-4.0,-115,,,-4.0,-115,-2.0,-110
2019,3,FINAL,Sun 9/22,8:20 PM,488,Cleveland,13,40%,4.0,-105,5.0,-110,4.0,-105,,,4.0,-105,4.5,-105,4.0,-105,,,4.0,-105,2.0,-110
2019,3,FINAL,Thu 9/19,8:20 PM,301,Tennessee,7,54%,-1.5,-115,-2.5,-110,-2.0,-110,,,-2.0,-105,-1.5,-120,-2.0,-110,,,-2.0,-108,-2.0,-110
2019,3,FINAL,Thu 9/19,8:20 PM,302,Jacksonville,20,46%,1.5,-105,2.5,-110,2.0,-110,,,2.0,-105,1.5,+100,2.0,-110,,,2.0,-112,2.0,-110
2019,4,FINAL,Mon 9/30,8:15 PM,277,Cincinnati,3,51%,3.5,-119,3.5,-115,3.5,-119,,,3.0,+120,3.5,-120,3.5,-119,,,3.0,+113,3.5,-110
2019,4,FINAL,Mon 9/30,8:15 PM,278,Pittsburgh,27,49%,-3.5,-101,-3.5,-105,-3.5,-101,,,-3.0,-130,-3.5,+100,-3.5,-101,,,-3.0,-133,-3.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,251,Carolina,16,44%,5.0,+100,5.5,-105,5.5,-105,,,5.5,-105,5.5,-105,5.5,-105,,,5.5,-106,4.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,252,Houston,10,56%,-5.0,-120,-5.5,-115,-5.5,-115,,,-5.5,-105,-5.5,-115,-5.5,-115,,,-5.5,-114,-4.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,253,Cleveland,40,50%,7.0,-110,7.0,-105,7.0,-106,,,7.0,-105,7.5,-120,7.0,-106,,,7.0,-110,3.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,254,Baltimore,25,50%,-7.0,-110,-7.0,-115,-7.0,-114,,,-7.0,-105,-7.5,+100,-7.0,-114,,,-7.0,-110,-3.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,261,Kansas City,34,67%,-7.5,+110,-7.5,-115,-7.0,-110,,,-7.0,-105,-7.5,+100,-7.0,-110,,,-7.0,-109,-5.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,262,Detroit,30,33%,7.5,-130,7.5,-105,7.0,-110,,,7.0,-105,7.5,-120,7.0,-110,,,7.0,-111,5.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,263,New England,16,64%,-7.0,-114,-7.5,-115,-7.0,-110,,,-7.0,-105,-7.0,-115,-7.0,-110,,,-7.0,-111,-6.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,264,Buffalo,10,36%,7.0,-106,7.5,-105,7.0,-110,,,7.0,-105,7.0,-105,7.0,-110,,,7.0,-109,6.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,257,L.A. Chargers,30,41%,-15.0,-110,-15.0,-105,-14.5,-107,,,-14.5,-105,-15.0,-110,-14.5,-107,,,-14.5,-110,-17.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,258,Miami,10,59%,15.0,-110,15.0,-115,14.5,-113,,,14.5,-105,15.0,-110,14.5,-113,,,14.5,-110,17.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,259,Oakland,31,50%,6.0,-115,6.0,-115,6.0,-115,,,5.5,-105,6.0,-115,6.0,-115,,,5.5,-112,6.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,260,Indianapolis,24,50%,-6.0,-105,-6.0,-105,-6.0,-105,,,-5.5,-105,-6.0,-105,-6.0,-105,,,-5.5,-108,-6.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,265,Tennessee,24,57%,3.0,+103,3.0,+105,3.0,+104,,,3.5,-115,3.5,-120,3.0,+104,,,3.5,-116,4.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,266,Atlanta,10,43%,-3.0,-123,-3.0,-125,-3.0,-124,,,-3.5,+105,-3.5,+100,-3.0,-124,,,-3.5,-104,-4.5,-110
2019,4,FINAL,Sun 9/29,1:00 PM,255,Washington,3,47%,3.0,-102,3.0,+105,3.0,-102,,,3.0,-105,3.0,-105,3.0,-102,,,3.0,-108,2.0,-110
2019,4,FINAL,Sun 9/29,1:00 PM,256,N.Y. Giants,24,53%,-3.0,-118,-3.0,-125,-3.0,-118,,,-3.0,-105,-3.0,-115,-3.0,-118,,,-3.0,-112,-2.0,-110
2019,4,FINAL,Sun 9/29,4:05 PM,267,Tampa Bay,55,50%,9.0,-113,9.0,-105,9.0,-113,,,9.0,-110,9.0,-110,9.0,-113,,,9.0,-112,9.5,-110
2019,4,FINAL,Sun 9/29,4:05 PM,268,L.A. Rams,40,50%,-9.0,-107,-9.0,-115,-9.0,-107,,,-9.0,+100,-9.0,-110,-9.0,-107,,,-9.0,-108,-9.5,-110
2019,4,FINAL,Sun 9/29,4:05 PM,269,Seattle,27,52%,-5.5,-115,-6.0,-105,-5.5,-115,,,-5.5,-105,-5.5,-110,-5.5,-115,,,-6.0,-108,-3.0,-125
2019,4,FINAL,Sun 9/29,4:05 PM,270,Arizona,10,48%,5.5,-105,6.0,-115,5.5,-105,,,5.5,-105,5.5,-110,5.5,-105,,,6.0,-112,3.0,+105
2019,4,FINAL,Sun 9/29,4:25 PM,271,Minnesota,6,52%,,-110,1.0,-120,,-115,,,,-105,1.0,-110,,-115,,,,-112,3.0,-105
2019,4,FINAL,Sun 9/29,4:25 PM,272,Chicago,16,48%,,-110,-1.0,+100,,-105,,,,-105,-1.0,-110,,-105,,,,-108,-3.0,-115
2019,4,FINAL,Sun 9/29,4:25 PM,273,Jacksonville,26,49%,2.5,-104,3.0,-130,2.5,-102,,,2.5,+100,2.5,-105,2.5,-102,,,2.5,-101,3.0,-105
2019,4,FINAL,Sun 9/29,4:25 PM,274,Denver,24,51%,-2.5,-116,-3.0,+110,-2.5,-118,,,-2.5,-110,-2.5,-115,-2.5,-118,,,-2.5,-119,-3.0,-115
2019,4,FINAL,Sun 9/29,8:20 PM,275,Dallas,10,55%,-2.5,-115,-3.0,-115,-2.5,-112,,,-2.5,-105,-2.5,-120,-2.5,-110,,,-2.5,-111,5.5,-110
2019,4,FINAL,Sun 9/29,8:20 PM,276,New Orleans,12,45%,2.5,-105,3.0,-105,2.5,-108,,,2.5,-105,2.5,+100,2.5,-110,,,2.5,-109,-5.5,-110
2019,4,FINAL,Thu 9/26,8:20 PM,101,Philadelphia,34,42%,3.5,-115,4.0,-105,3.5,-115,,,3.5,-110,4.0,-115,3.5,-115,,,3.5,-114,3.0,+103
2019,4,FINAL,Thu 9/26,8:20 PM,102,Green Bay,27,58%,-3.5,-105,-4.0,-115,-3.5,-105,,,-3.5,+100,-4.0,-105,-3.5,-105,,,-3.5,-106,-3.0,-123
2019,5,FINAL,Mon 10/7,8:15 PM,477,Cleveland,3,52%,5.0,-110,4.5,-105,5.0,-110,,,5.0,-105,5.0,-115,5.0,-110,,,5.0,-112,4.5,-110
2019,5,FINAL,Mon 10/7,8:15 PM,478,San Francisco,31,48%,-5.0,-110,-4.5,-115,-5.0,-110,,,-5.0,-105,-5.0,-105,-5.0,-110,,,-5.0,-108,-4.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,469,Buffalo,14,47%,3.0,+106,3.0,+100,3.5,-118,,,3.0,+110,3.0,+100,3.5,-118,,,3.0,+106,1.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,470,Tennessee,7,53%,-3.0,-126,-3.0,-120,-3.5,-102,,,-3.0,-120,-3.0,-120,-3.5,-102,,,-3.0,-126,-1.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,467,Atlanta,32,60%,4.0,-110,4.0,-105,4.0,-105,,,4.0,-105,4.0,-110,4.0,-110,,,4.0,-112,4.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,468,Houston,53,40%,-4.0,-110,-4.0,-115,-4.0,-115,,,-4.0,-105,-4.0,-110,-4.0,-110,,,-4.0,-108,-4.0,-110
2019,5,FINAL OT,Sun 10/6,1:00 PM,451,Baltimore,26,46%,-3.5,-101,-3.5,-110,-3.0,-125,,,-3.0,-115,-3.0,-120,-3.0,-124,,,-3.0,-122,3.0,-110
2019,5,FINAL OT,Sun 10/6,1:00 PM,452,Pittsburgh,23,54%,3.5,-119,3.5,-110,3.0,+105,,,3.0,+105,3.0,+100,3.0,+104,,,3.0,+102,-3.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,461,New England,33,67%,-16.5,-115,-17.0,-110,-16.0,-115,,,-16.0,-105,-16.5,-110,-16.0,-115,,,-16.5,-110,-13.0,-115
2019,5,FINAL,Sun 10/6,1:00 PM,462,Washington,7,33%,16.5,-105,17.0,-110,16.0,-105,,,16.0,-105,16.5,-110,16.0,-105,,,16.5,-110,13.0,-105
2019,5,FINAL,Sun 10/6,1:00 PM,455,Arizona,26,61%,3.0,-107,3.0,-115,3.0,-112,,,3.0,-105,3.0,-110,3.0,-112,,,3.0,-108,4.0,-112
2019,5,FINAL,Sun 10/6,1:00 PM,456,Cincinnati,23,39%,-3.0,-113,-3.0,-105,-3.0,-108,,,-3.0,-105,-3.0,-110,-3.0,-108,,,-3.0,-112,-4.0,-108
2019,5,FINAL,Sun 10/6,1:00 PM,457,Jacksonville,27,50%,3.0,+110,3.0,+105,3.0,+110,,,3.0,+110,3.0,+100,3.0,+111,,,3.0,+108,3.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,458,Carolina,34,50%,-3.0,-130,-3.0,-125,-3.0,-130,,,-3.0,-120,-3.0,-120,-3.0,-131,,,-3.0,-128,-3.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,465,Tampa Bay,24,46%,3.0,-110,3.0,-105,3.0,-115,,,3.0,-105,3.0,-110,3.0,-115,,,3.0,-110,6.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,466,New Orleans,31,54%,-3.0,-110,-3.0,-115,-3.0,-105,,,-3.0,-105,-3.0,-110,-3.0,-105,,,-3.0,-110,-6.5,-110
2019,5,FINAL,Sun 10/6,1:00 PM,463,N.Y. Jets,6,59%,14.0,-115,14.0,-105,14.0,-115,,,13.5,-105,14.0,-115,14.0,-115,,,14.0,-115,14.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,464,Philadelphia,31,41%,-14.0,-105,-14.0,-115,-14.0,-105,,,-13.5,-105,-14.0,-105,-14.0,-105,,,-14.0,-105,-14.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,453,Chicago,21,63%,-6.5,-110,-7.0,-105,-7.0,+103,,,-6.5,-105,-6.5,-115,-7.0,+103,,,-6.5,-115,-6.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,454,Oakland,24,37%,6.5,-110,7.0,-115,7.0,-123,,,6.5,-105,6.5,-105,7.0,-123,,,6.5,-105,6.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,459,Minnesota,28,59%,-5.5,-115,-6.0,-115,-5.5,-110,,,-5.5,-105,-5.5,-115,-5.5,-119,,,-5.5,-111,-5.0,-110
2019,5,FINAL,Sun 10/6,1:00 PM,460,N.Y. Giants,10,41%,5.5,-105,6.0,-105,5.5,-111,,,5.5,-105,5.5,-105,5.5,-101,,,5.5,-109,5.0,-110
2019,5,FINAL,Sun 10/6,4:05 PM,471,Denver,20,49%,5.0,-115,5.0,-110,4.5,-110,,,5.0,-105,4.5,-110,4.5,-110,,,5.0,-111,6.5,-110
2019,5,FINAL,Sun 10/6,4:05 PM,472,L.A. Chargers,13,51%,-5.0,-105,-5.0,-110,-4.5,-110,,,-5.0,-105,-4.5,-110,-4.5,-110,,,-5.0,-109,-6.5,-110
2019,5,FINAL,Sun 10/6,4:25 PM,473,Green Bay,34,49%,3.5,-120,3.5,-115,3.0,+105,,,3.5,-105,3.5,-120,3.0,+107,,,3.5,-113,3.5,-110
2019,5,FINAL,Sun 10/6,4:25 PM,474,Dallas,24,51%,-3.5,+100,-3.5,-105,-3.0,-125,,,-3.5,-105,-3.5,+100,-3.0,-128,,,-3.5,-107,-3.5,-110
2019,5,FINAL,Sun 10/6,8:20 PM,475,Indianapolis,19,43%,10.5,-110,11.0,-105,10.5,-110,,,10.5,-105,10.5,-110,10.5,-110,,,10.5,-114,5.0,-110
2019,5,FINAL,Sun 10/6,8:20 PM,476,Kansas City,13,57%,-10.5,-110,-11.0,-115,-10.5,-110,,,-10.5,-105,-10.5,-110,-10.5,-110,,,-10.5,-106,-5.0,-110
2019,5,FINAL,Thu 10/3,8:20 PM,301,L.A. Rams,29,49%,1.5,-115,1.5,-115,1.5,-115,,,1.5,-105,1.5,-110,1.5,-115,,,1.5,-113,-3.0,-110
2019,5,FINAL,Thu 10/3,8:20 PM,302,Seattle,30,51%,-1.5,-105,-1.5,-105,-1.5,-105,,,-1.5,-105,-1.5,-110,-1.5,-105,,,-1.5,-107,3.0,-110
2019,6,FINAL,Mon 10/14,8:15 PM,275,Detroit,22,45%,3.5,-110,3.5,-105,3.5,-110,,,3.5,-105,3.5,-110,3.5,-110,,,3.5,-110,4.5,-105
2019,6,FINAL,Mon 10/14,8:15 PM,276,Green Bay,23,55%,-3.5,-110,-3.5,-115,-3.5,-110,,,-3.5,-105,-3.5,-110,-3.5,-110,,,-3.5,-110,-4.5,-115
2019,6,FINAL,Sun 10/13,9:30 AM,251,Carolina,37,59%,-2.0,-105,-2.0,-105,-2.0,-107,,,-1.5,-105,-2.0,-105,-2.0,-105,,,-1.5,-109,,-110
2019,6,FINAL,Sun 10/13,9:30 AM,252,Tampa Bay,26,41%,2.0,-115,2.0,-115,2.0,-113,,,1.5,-105,2.0,-115,2.0,-115,,,1.5,-111,,-110
2019,6,FINAL,Sun 10/13,1:00 PM,257,Houston,31,45%,3.5,-110,4.0,-110,3.5,-108,,,3.5,-105,3.5,-110,3.5,-108,,,3.5,-107,7.5,-110
2019,6,FINAL,Sun 10/13,1:00 PM,258,Kansas City,24,55%,-3.5,-110,-4.0,-110,-3.5,-112,,,-3.5,-105,-3.5,-110,-3.5,-112,,,-3.5,-113,-7.5,-110
2019,6,FINAL,Sun 10/13,1:00 PM,255,Seattle,32,58%,1.0,-108,-1.0,-105,1.0,-105,,,1.0,-105,1.0,-115,1.0,-105,,,1.0,-112,2.5,-105
2019,6,FINAL,Sun 10/13,1:00 PM,256,Cleveland,28,42%,-1.0,-112,1.0,-115,-1.0,-115,,,-1.0,-105,-1.0,-105,-1.0,-115,,,-1.0,-108,-2.5,-115
2019,6,FINAL,Sun 10/13,1:00 PM,253,Cincinnati,17,54%,10.5,-110,10.5,-105,10.5,-112,,,10.5,-105,10.5,-115,10.5,-112,,,10.5,-114,9.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,254,Baltimore,23,46%,-10.5,-110,-10.5,-115,-10.5,-108,,,-10.5,-105,-10.5,-105,-10.5,-108,,,-10.5,-106,-9.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,259,New Orleans,13,53%,2.5,-101,2.5,-110,2.5,-104,,,2.5,+105,2.5,+100,2.5,-104,,,2.5,-101,1.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,260,Jacksonville,6,47%,-2.5,-119,-2.5,-110,-2.5,-116,,,-2.5,-115,-2.5,-120,-2.5,-116,,,-2.5,-119,-1.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,261,Philadelphia,20,53%,3.5,-110,3.5,-115,3.5,-110,,,3.5,-110,3.5,-115,3.5,-123,,,3.5,-115,2.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,262,Minnesota,38,47%,-3.5,-110,-3.5,-105,-3.5,-110,,,-3.5,+100,-3.5,-105,-3.5,+102,,,-3.5,-105,-2.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,263,Washington,17,49%,-5.5,-110,-6.0,-115,-6.0,-110,,,-6.0,-105,-6.0,-105,-6.0,-110,,,-6.0,-108,-6.0,-110
2019,6,FINAL,Sun 10/13,1:00 PM,264,Miami,16,51%,5.5,-110,6.0,-105,6.0,-110,,,6.0,-105,6.0,-115,6.0,-110,,,6.0,-112,6.0,-110
2019,6,FINAL,Sun 10/13,4:05 PM,265,San Francisco,20,46%,3.0,-101,3.0,+100,3.0,-118,,,3.0,-105,3.0,+100,3.0,-118,,,3.0,-109,4.5,-110
2019,6,FINAL,Sun 10/13,4:05 PM,266,L.A. Rams,7,54%,-3.0,-119,-3.0,-120,-3.0,-103,,,-3.0,-105,-3.0,-120,-3.0,-103,,,-3.0,-111,-4.5,-110
2019,6,FINAL,Sun 10/13,4:05 PM,267,Atlanta,33,59%,-3.0,-110,-3.0,-115,-3.0,-107,,,-3.0,-105,-3.0,-110,-3.0,-107,,,-3.0,-111,-3.0,-105
2019,6,FINAL,Sun 10/13,4:05 PM,268,Arizona,34,41%,3.0,-110,3.0,-105,3.0,-113,,,3.0,-105,3.0,-110,3.0,-113,,,3.0,-109,3.0,-115
2019,6,FINAL,Sun 10/13,4:25 PM,269,Dallas,22,57%,-7.0,-107,-7.5,-115,-7.0,-101,,,-7.0,-105,-7.0,-115,-7.0,-101,,,-7.0,-107,-9.5,-115
2019,6,FINAL,Sun 10/13,4:25 PM,270,N.Y. Jets,24,43%,7.0,-113,7.5,-105,7.0,-119,,,7.0,-105,7.0,-105,7.0,-119,,,7.0,-113,9.5,-105
2019,6,FINAL,Sun 10/13,4:25 PM,271,Tennessee,0,56%,1.0,-110,1.0,-115,1.0,-108,,,1.0,-105,1.0,-105,1.0,-108,,,1.0,-108,,-110
2019,6,FINAL,Sun 10/13,4:25 PM,272,Denver,16,44%,-1.0,-110,-1.0,-105,-1.0,-112,,,-1.0,-105,-1.0,-115,-1.0,-112,,,-1.0,-112,,-110
2019,6,FINAL,Sun 10/13,8:20 PM,273,Pittsburgh,24,42%,6.0,-108,6.5,-105,6.0,-108,,,6.0,-105,6.0,-105,6.0,-108,,,6.0,-106,5.5,-110
2019,6,FINAL,Sun 10/13,8:20 PM,274,L.A. Chargers,17,58%,-6.0,-112,-6.5,-115,-6.0,-112,,,-6.0,-105,-6.0,-115,-6.0,-112,,,-6.0,-114,-5.5,-110
2019,6,FINAL,Thu 10/10,8:20 PM,103,N.Y. Giants,14,38%,16.5,-108,17.5,-105,16.5,-109,,,16.5,-105,16.5,-105,16.5,-109,,,16.5,-106,10.0,-110
2019,6,FINAL,Thu 10/10,8:20 PM,104,New England,35,62%,-16.5,-112,-17.5,-115,-16.5,-111,,,-16.5,-105,-16.5,-115,-16.5,-111,,,-16.5,-114,-10.0,-110
2019,7,FINAL,Mon 10/21,8:15 PM,475,New England,33,52%,-10.0,-103,-10.5,-105,-9.5,-110,,,-9.5,-105,-9.5,-115,-9.5,-110,,,-9.5,-112,-6.0,-110
2019,7,FINAL,Mon 10/21,8:15 PM,476,N.Y. Jets,0,48%,10.0,-117,10.5,-115,9.5,-110,,,9.5,-105,9.5,-105,9.5,-110,,,9.5,-108,6.0,-110
2019,7,FINAL,Sun 10/20,1:00 PM,459,Oakland,24,56%,5.5,-106,5.5,-110,6.0,-110,,,6.0,-105,5.5,-110,6.0,-110,,,6.0,-113,7.0,-115
2019,7,FINAL,Sun 10/20,1:00 PM,460,Green Bay,42,44%,-5.5,-114,-5.5,-110,-6.0,-110,,,-6.0,-105,-5.5,-110,-6.0,-110,,,-6.0,-107,-7.0,-105
2019,7,FINAL,Sun 10/20,1:00 PM,455,Miami,21,60%,17.0,-110,17.0,-115,17.0,-104,,,17.0,-105,17.0,-110,17.0,-104,,,17.0,-109,15.5,-110
2019,7,FINAL,Sun 10/20,1:00 PM,456,Buffalo,31,40%,-17.0,-110,-17.0,-105,-17.0,-116,,,-17.0,-105,-17.0,-110,-17.0,-116,,,-17.0,-111,-15.5,-110
2019,7,FINAL,Sun 10/20,1:00 PM,463,L.A. Rams,37,67%,-3.0,-120,-3.0,-130,-3.0,-120,,,-3.0,-115,-3.0,-120,-3.0,-120,,,-3.0,-119,-4.0,-115
2019,7,FINAL,Sun 10/20,1:00 PM,464,Atlanta,10,33%,3.0,+100,3.0,+110,3.0,+100,,,3.0,+105,3.0,+100,3.0,+100,,,3.0,-101,4.0,-105
2019,7,FINAL,Sun 10/20,1:00 PM,457,Minnesota,42,55%,-2.5,-115,-2.5,-110,-2.5,-110,,,-2.5,-105,-2.5,-115,-2.5,-110,,,-2.5,-110,,-110
2019,7,FINAL,Sun 10/20,1:00 PM,458,Detroit,30,45%,2.5,-105,2.5,-110,2.5,-110,,,2.5,-105,2.5,-105,2.5,-110,,,2.5,-110,,-110
2019,7,FINAL,Sun 10/20,1:00 PM,453,Houston,23,65%,1.5,-110,1.5,-110,1.5,-103,,,1.5,-105,1.5,-105,1.5,-103,,,2.0,-111,3.5,-110
