season,week,outcome,date,time,rotation,team,score,wagers,BETONLINE_spread,BETONLINE_odds,BOVODA_spread,BOVODA_odds,BookMaker_spread,BookMaker_odds,BAS_spread,BAS_odds,Heritage_spread,Heritage_odds,everygame_spread,everygame_odds,JustBET_spread,JustBET_odds,bet105_spread,bet105_odds,WAGERWEB_spread,WAGERWEB_odds,opener_spread,opener_odds
2019,7,FINAL,Sun 10/20,1:00 PM,454,Indianapolis,30,35%,-1.5,-110,-1.5,-110,-1.5,-117,,,-1.5,-105,-1.5,-115,-1.5,-117,,,-2.0,-109,-3.5,-110
2019,7,FINAL,Sun 10/20,1:00 PM,451,Arizona,27,49%,3.5,-111,3.5,-105,3.5,-113,,,3.5,-105,3.5,-110,3.5,-113,,,3.5,-111,3.0,-110
2019,7,FINAL,Sun 10/20,1:00 PM,452,N.Y. Giants,21,51%,-3.5,-109,-3.5,-115,-3.5,-107,,,-3.5,-105,-3.5,-110,-3.5,-107,,,-3.5,-109,-3.0,-110
2019,7,FINAL,Sun 10/20,1:00 PM,465,San Francisco,9,65%,-10.0,-103,-10.5,-110,-10.0,-111,,,-9.5,-105,-10.0,-105,-10.0,-111,,,-9.5,-115,-9.5,-110
2019,7,FINAL,Sun 10/20,1:00 PM,466,Washington,0,35%,10.0,-117,10.5,-110,10.0,-109,,,9.5,-105,10.0,-115,10.0,-109,,,9.5,-105,9.5,-110
2019,7,FINAL,Sun 10/20,1:00 PM,461,Jacksonville,27,52%,-4.0,-115,-4.5,-110,-4.0,-116,,,-4.5,-105,-4.5,-110,-4.0,-116,,,-4.5,-110,-3.0,-120
2019,7,FINAL,Sun 10/20,1:00 PM,462,Cincinnati,17,48%,4.0,-105,4.5,-110,4.0,-104,,,4.5,-105,4.5,-110,4.0,-104,,,4.5,-110,3.0,+100
2019,7,FINAL,Sun 10/20,4:05 PM,467,L.A. Chargers,20,56%,2.5,+107,2.5,+110,3.0,-111,,,2.5,+115,2.5,+105,3.0,-111,,,2.5,+111,1.0,-110
2019,7,FINAL,Sun 10/20,4:05 PM,468,Tennessee,23,44%,-2.5,-127,-2.5,-130,-3.0,-109,,,-2.5,-125,-2.5,-125,-3.0,-109,,,-2.5,-131,-1.0,-110
2019,7,FINAL,Sun 10/20,4:25 PM,471,New Orleans,36,51%,4.0,-104,4.0,-105,4.0,-110,,,4.5,-105,4.0,-110,4.0,-110,,,4.5,-113,-2.5,-110
2019,7,FINAL,Sun 10/20,4:25 PM,472,Chicago,25,49%,-4.0,-116,-4.0,-115,-4.0,-110,,,-4.5,-105,-4.0,-110,-4.0,-110,,,-4.5,-107,2.5,-110
2019,7,FINAL,Sun 10/20,4:25 PM,469,Baltimore,30,46%,3.0,-117,3.0,-110,3.0,-110,,,3.0,-105,3.0,-105,3.0,-110,,,3.0,-113,3.5,-110
2019,7,FINAL,Sun 10/20,4:25 PM,470,Seattle,16,54%,-3.0,-103,-3.0,-110,-3.0,-110,,,-3.0,-105,-3.0,-115,-3.0,-110,,,-3.0,-107,-3.5,-110
2019,7,FINAL,Sun 10/20,8:20 PM,473,Philadelphia,10,52%,3.0,-108,3.0,-105,3.0,-110,,,3.0,-105,3.0,-105,3.0,-110,,,3.0,-112,2.5,-105
2019,7,FINAL,Sun 10/20,8:20 PM,474,Dallas,37,48%,-3.0,-112,-3.0,-115,-3.0,-110,,,-3.0,-105,-3.0,-115,-3.0,-110,,,-3.0,-108,-2.5,-115
2019,7,FINAL,Thu 10/17,8:20 PM,303,Kansas City,30,60%,-3.0,+100,-3.5,-105,-3.0,+100,,,-3.0,+105,-3.0,-105,-3.0,-101,,,-3.0,-102,-4.5,-110
2019,7,FINAL,Thu 10/17,8:20 PM,304,Denver,6,40%,3.0,-120,3.5,-115,3.0,-120,,,3.0,-115,3.0,-115,3.0,-119,,,3.0,-118,4.5,-110
2019,8,FINAL,Mon 10/28,8:15 PM,277,Miami,14,58%,14.0,-110,14.0,-115,14.0,-109,,,14.0,-105,14.0,-115,14.0,-109,,,14.0,-113,16.5,-110
2019,8,FINAL,Mon 10/28,8:15 PM,278,Pittsburgh,27,42%,-14.0,-110,-14.0,-105,-14.0,-111,,,-14.0,-105,-14.0,-105,-14.0,-111,,,-14.0,-107,-16.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,257,Seattle,27,64%,-7.5,-110,-8.0,-110,-7.0,-117,,,-7.5,+100,-8.0,+100,-7.0,-117,,,-7.5,-104,-3.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,258,Atlanta,20,36%,7.5,-110,8.0,-110,7.0,-103,,,7.5,-110,8.0,-120,7.0,-103,,,7.5,-116,3.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,271,Denver,13,33%,5.5,-110,6.5,-110,5.5,-110,,,5.5,-105,5.5,-110,5.5,-110,,,5.5,-109,4.5,-115
2019,8,FINAL,Sun 10/27,1:00 PM,272,Indianapolis,15,67%,-5.5,-110,-6.5,-110,-5.5,-110,,,-5.5,-105,-5.5,-110,-5.5,-110,,,-5.5,-111,-4.5,-105
2019,8,FINAL,Sun 10/27,1:00 PM,265,Arizona,9,52%,12.5,-113,12.0,-105,12.5,-105,,,12.0,-105,12.5,-115,12.5,-105,,,12.0,-109,8.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,266,New Orleans,31,48%,-12.5,-107,-12.0,-115,-12.5,-115,,,-12.0,-105,-12.5,-105,-12.5,-115,,,-12.0,-111,-8.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,255,L.A. Chargers,17,52%,3.5,-112,3.5,-110,3.0,+106,,,3.5,-105,3.5,-115,3.0,+106,,,3.5,-114,5.0,-110
2019,8,FINAL,Sun 10/27,1:00 PM,256,Chicago,16,48%,-3.5,-108,-3.5,-110,-3.0,-127,,,-3.5,-105,-3.5,-105,-3.0,-127,,,-3.5,-106,-5.0,-110
2019,8,FINAL,Sun 10/27,1:00 PM,263,Cincinnati,10,35%,12.5,-120,13.0,-115,12.0,-110,,,11.0,-105,12.0,-115,12.0,-110,,,11.5,-111,10.0,-110
2019,8,FINAL,Sun 10/27,1:00 PM,264,L.A. Rams,24,65%,-12.5,+100,-13.0,-105,-12.0,-110,,,-11.0,-105,-12.0,-105,-12.0,-110,,,-11.5,-109,-10.0,-110
2019,8,FINAL,Sun 10/27,1:00 PM,259,N.Y. Jets,15,63%,7.0,-117,7.0,-125,7.0,-115,,,7.0,-110,7.0,-115,7.0,-115,,,7.0,-116,4.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,260,Jacksonville,29,37%,-7.0,-103,-7.0,+105,-7.0,-105,,,-7.0,+100,-7.0,-105,-7.0,-105,,,-7.0,-104,-4.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,251,N.Y. Giants,26,64%,6.5,-110,6.5,-115,6.0,-111,,,6.0,-105,6.5,-115,6.0,-111,,,6.0,-111,7.5,-115
2019,8,FINAL,Sun 10/27,1:00 PM,252,Detroit,31,36%,-6.5,-110,-6.5,-105,-6.0,-109,,,-6.0,-105,-6.5,-105,-6.0,-109,,,-6.0,-109,-7.5,-105
2019,8,FINAL,Sun 10/27,1:00 PM,253,Tampa Bay,23,59%,2.0,-110,1.5,-105,2.0,-105,,,2.0,-105,1.5,-110,2.0,-105,,,2.0,-110,2.5,-105
2019,8,FINAL,Sun 10/27,1:00 PM,254,Tennessee,27,41%,-2.0,-110,-1.5,-115,-2.0,-115,,,-2.0,-105,-1.5,-110,-2.0,-115,,,-2.0,-110,-2.5,-115
2019,8,FINAL,Sun 10/27,1:00 PM,261,Philadelphia,31,46%,1.0,-113,1.0,-115,1.0,-110,,,1.0,-105,1.0,-110,1.0,-110,,,1.0,-110,1.5,-110
2019,8,FINAL,Sun 10/27,1:00 PM,262,Buffalo,13,54%,-1.0,-107,-1.0,-105,-1.0,-110,,,-1.0,-105,-1.0,-110,-1.0,-110,,,-1.0,-110,-1.5,-110
2019,8,FINAL,Sun 10/27,4:05 PM,269,Carolina,13,55%,4.5,-115,4.0,-110,4.0,-113,,,4.0,-105,4.5,-115,4.0,-113,,,4.0,-111,5.5,-110
2019,8,FINAL,Sun 10/27,4:05 PM,270,San Francisco,51,45%,-4.5,-105,-4.0,-110,-4.0,-107,,,-4.0,-105,-4.5,-105,-4.0,-107,,,-4.0,-109,-5.5,-110
2019,8,FINAL,Sun 10/27,4:25 PM,267,Oakland,24,44%,5.5,-110,6.5,-115,5.5,-110,,,5.5,-105,5.0,-110,5.5,-110,,,5.0,-109,6.0,-105
2019,8,FINAL,Sun 10/27,4:25 PM,268,Houston,27,56%,-5.5,-110,-6.5,-105,-5.5,-110,,,-5.5,-105,-5.0,-110,-5.5,-110,,,-5.0,-111,-6.0,-115
2019,8,FINAL,Sun 10/27,4:25 PM,273,Cleveland,13,39%,9.5,-113,11.0,-110,10.0,-120,,,9.5,-105,10.0,-115,10.0,-120,,,9.5,-109,6.5,-110
2019,8,FINAL,Sun 10/27,4:25 PM,274,New England,27,61%,-9.5,-107,-11.0,-110,-10.0,+100,,,-9.5,-105,-10.0,-105,-10.0,+100,,,-9.5,-111,-6.5,-110
2019,8,FINAL,Sun 10/27,8:20 PM,275,Green Bay,31,58%,-5.0,-115,-6.0,-105,-5.0,-109,,,-5.0,-105,-5.0,-110,-5.0,-110,,,-5.0,-112,6.0,-110
2019,8,FINAL,Sun 10/27,8:20 PM,276,Kansas City,24,42%,5.0,-105,6.0,-115,5.0,-111,,,5.0,-105,5.0,-110,5.0,-110,,,5.0,-108,-6.0,-110
2019,8,FINAL,Thu 10/24,8:20 PM,101,Washington,9,48%,17.0,-120,17.0,-120,16.5,-108,,,16.5,-105,17.0,-120,16.5,-109,,,16.5,-112,13.5,-105
2019,8,FINAL,Thu 10/24,8:20 PM,102,Minnesota,19,52%,-17.0,+100,-17.0,+100,-16.5,-112,,,-16.5,-105,-17.0,+100,-16.5,-111,,,-16.5,-108,-13.5,-115
2019,9,FINAL,Mon 11/4,8:15 PM,475,Dallas,37,57%,-6.5,-110,-7.0,-105,-6.5,-104,,,-6.5,-105,-6.5,-115,-6.5,-104,,,-6.5,-109,-8.0,-115
2019,9,FINAL,Mon 11/4,8:15 PM,476,N.Y. Giants,18,43%,6.5,-110,7.0,-115,6.5,-116,,,6.5,-105,6.5,-105,6.5,-116,,,6.5,-111,8.0,-105
2019,9,FINAL,Sun 11/3,9:30 AM,451,Houston,26,52%,1.0,-102,,-110,1.0,-110,,,1.0,-105,1.0,-105,1.0,-110,,,1.0,-110,-3.0,-120
2019,9,FINAL,Sun 11/3,9:30 AM,452,Jacksonville,3,48%,-1.0,-118,,-110,-1.0,-110,,,-1.0,-105,-1.0,-115,-1.0,-110,,,-1.0,-110,3.0,+100
2019,9,FINAL,Sun 11/3,1:00 PM,457,Chicago,14,44%,5.0,-110,5.5,-115,5.0,-111,,,5.0,-105,5.0,-110,5.0,-111,,,5.0,-111,3.0,-105
2019,9,FINAL,Sun 11/3,1:00 PM,458,Philadelphia,22,56%,-5.0,-110,-5.5,-105,-5.0,-109,,,-5.0,-105,-5.0,-110,-5.0,-109,,,-5.0,-109,-3.0,-115
2019,9,FINAL,Sun 11/3,1:00 PM,459,Minnesota,23,55%,-5.0,-110,-5.5,-115,-5.5,-110,,,-5.0,-105,-5.5,-110,-5.5,-110,,,-5.0,-112,,-110
2019,9,FINAL,Sun 11/3,1:00 PM,460,Kansas City,26,45%,5.0,-110,5.5,-105,5.5,-110,,,5.0,-105,5.5,-110,5.5,-110,,,5.0,-108,,-110
2019,9,FINAL,Sun 11/3,1:00 PM,453,Washington,9,49%,10.5,-115,11.0,-115,10.5,-109,,,10.5,-105,10.5,-110,10.5,-109,,,10.5,-112,10.0,-115
2019,9,FINAL,Sun 11/3,1:00 PM,454,Buffalo,24,51%,-10.5,-105,-11.0,-105,-10.5,-111,,,-10.5,-105,-10.5,-110,-10.5,-111,,,-10.5,-108,-10.0,-105
2019,9,FINAL,Sun 11/3,1:00 PM,463,Indianapolis,24,63%,1.0,-107,1.0,-120,1.0,-105,,,1.0,-105,1.0,+100,1.0,-105,,,1.0,-108,2.5,-110
2019,9,FINAL,Sun 11/3,1:00 PM,464,Pittsburgh,26,37%,-1.0,-113,-1.0,+100,-1.0,-115,,,-1.0,-105,-1.0,-120,-1.0,-115,,,-1.0,-112,-2.5,-110
2019,9,FINAL,Sun 11/3,1:00 PM,461,N.Y. Jets,18,50%,-3.0,-125,-3.0,-135,-3.5,-111,,,-3.0,-125,-3.5,-110,-3.5,-111,,,-3.0,-131,-6.5,-110
2019,9,FINAL,Sun 11/3,1:00 PM,462,Miami,26,50%,3.0,+105,3.0,+115,3.5,-109,,,3.0,+115,3.5,-110,3.5,-109,,,3.0,+111,6.5,-110
2019,9,FINAL,Sun 11/3,1:00 PM,455,Tennessee,20,50%,3.5,-114,3.5,-105,3.0,+105,,,3.5,-110,3.5,-115,3.0,+105,,,3.5,-115,4.5,-110
2019,9,FINAL,Sun 11/3,1:00 PM,456,Carolina,30,50%,-3.5,-106,-3.5,-115,-3.0,-125,,,-3.5,+100,-3.5,-105,-3.0,-125,,,-3.5,-105,-4.5,-110
2019,9,FINAL OT,Sun 11/3,4:05 PM,467,Tampa Bay,34,45%,4.0,-113,4.5,-110,4.0,-115,,,4.0,-105,4.0,-110,4.0,-115,,,4.0,-110,6.0,-115
2019,9,FINAL OT,Sun 11/3,4:05 PM,468,Seattle,40,55%,-4.0,-107,-4.5,-110,-4.0,-105,,,-4.0,-105,-4.0,-110,-4.0,-105,,,-4.0,-110,-6.0,-105
2019,9,FINAL,Sun 11/3,4:05 PM,465,Detroit,24,47%,2.5,-104,3.0,-115,3.0,-117,,,2.5,+105,2.5,+100,3.0,-117,,,2.5,-101,,-105
2019,9,FINAL,Sun 11/3,4:05 PM,466,Oakland,31,53%,-2.5,-116,-3.0,-105,-3.0,-103,,,-2.5,-115,-2.5,-120,-3.0,-103,,,-2.5,-119,,-115
2019,9,FINAL,Sun 11/3,4:25 PM,469,Cleveland,19,63%,-4.0,-105,-4.5,-110,-4.0,-110,,,-4.0,-105,-4.0,-115,-4.0,-110,,,-4.0,-106,1.0,-110
2019,9,FINAL,Sun 11/3,4:25 PM,470,Denver,24,37%,4.0,-115,4.5,-110,4.0,-110,,,4.0,-105,4.0,-105,4.0,-110,,,4.0,-114,-1.0,-110
2019,9,FINAL,Sun 11/3,4:25 PM,471,Green Bay,11,66%,-4.0,-117,-5.0,-110,-4.0,-109,,,-4.0,-105,-4.0,-115,-4.0,-109,,,-4.0,-113,-3.5,-115
2019,9,FINAL,Sun 11/3,4:25 PM,472,L.A. Chargers,26,34%,4.0,-103,5.0,-110,4.0,-111,,,4.0,-105,4.0,-105,4.0,-111,,,4.0,-107,3.5,-105
2019,9,FINAL,Sun 11/3,8:20 PM,473,New England,20,59%,-3.0,-115,-3.5,-115,-3.0,-110,,,-3.0,-105,-3.0,-120,-3.0,-110,,,-3.0,-111,-1.0,-110
2019,9,FINAL,Sun 11/3,8:20 PM,474,Baltimore,37,41%,3.0,-105,3.5,-105,3.0,-110,,,3.0,-105,3.0,+100,3.0,-110,,,3.0,-109,1.0,-110
2019,9,FINAL,Thu 10/31,8:20 PM,301,San Francisco,28,57%,-10.0,-110,-10.5,-115,-10.0,-118,,,-10.0,-105,-10.5,-105,-10.0,-118,,,-10.0,-112,-6.5,-110
2019,9,FINAL,Thu 10/31,8:20 PM,302,Arizona,25,43%,10.0,-110,10.5,-105,10.0,-102,,,10.0,-105,10.5,-115,10.0,-102,,,10.0,-108,6.5,-110
2019,10,FINAL OT,Mon 11/11,8:15 PM,273,Seattle,27,53%,6.5,-110,6.0,-105,6.5,-111,,,6.5,-105,6.0,-110,6.5,-111,,,6.5,-112,,-110
2019,10,FINAL OT,Mon 11/11,8:15 PM,274,San Francisco,24,47%,-6.5,-110,-6.0,-115,-6.5,-109,,,-6.5,-105,-6.0,-110,-6.5,-109,,,-6.5,-108,,-110
2019,10,FINAL,Sun 11/10,1:00 PM,261,Baltimore,49,43%,-10.5,-108,-10.5,-115,-10.5,-112,,,-10.5,-105,-10.5,-105,-10.5,-112,,,-10.5,-107,-9.5,-110
2019,10,FINAL,Sun 11/10,1:00 PM,262,Cincinnati,13,57%,10.5,-112,10.5,-105,10.5,-108,,,10.5,-105,10.5,-115,10.5,-108,,,10.5,-113,9.5,-110
2019,10,FINAL,Sun 11/10,1:00 PM,253,Buffalo,16,60%,3.0,-110,3.0,-105,3.0,-108,,,3.0,-105,3.0,-110,3.0,-110,,,3.0,-108,2.5,-105
2019,10,FINAL,Sun 11/10,1:00 PM,254,Cleveland,19,40%,-3.0,-110,-3.0,-115,-3.0,-112,,,-3.0,-105,-3.0,-110,-3.0,-110,,,-3.0,-112,-2.5,-115
2019,10,FINAL,Sun 11/10,1:00 PM,259,Atlanta,26,54%,14.0,-115,14.0,-115,14.0,-119,,,13.5,-105,14.0,-115,14.0,-120,,,13.5,-110,13.0,-105
2019,10,FINAL,Sun 11/10,1:00 PM,260,New Orleans,9,46%,-14.0,-105,-14.0,-105,-14.0,-101,,,-13.5,-105,-14.0,-105,-14.0,+100,,,-13.5,-110,-13.0,-115
2019,10,FINAL,Sun 11/10,1:00 PM,257,N.Y. Giants,27,53%,-3.0,+100,-3.0,-105,-3.0,+100,,,-3.0,-105,-3.0,-105,-3.0,+100,,,-3.0,-102,3.5,-110
2019,10,FINAL,Sun 11/10,1:00 PM,258,N.Y. Jets,34,47%,3.0,-120,3.0,-115,3.0,-120,,,3.0,-105,3.0,-115,3.0,-120,,,3.0,-118,-3.5,-110
2019,10,FINAL,Sun 11/10,1:00 PM,251,Kansas City,32,68%,-5.5,-105,-6.0,-105,-5.0,-105,,,-5.5,-105,-5.5,+100,-5.0,-110,,,-5.5,-108,-4.0,-110
2019,10,FINAL,Sun 11/10,1:00 PM,252,Tennessee,35,32%,5.5,-115,6.0,-115,5.0,-115,,,5.5,-105,5.5,-120,5.0,-110,,,5.5,-112,4.0,-110
2019,10,FINAL,Sun 11/10,1:00 PM,255,Arizona,27,60%,5.5,-105,5.0,-105,5.0,-106,,,4.5,-105,5.5,-110,5.0,-106,,,4.5,-107,5.0,-110
2019,10,FINAL,Sun 11/10,1:00 PM,256,Tampa Bay,30,40%,-5.5,-115,-5.0,-115,-5.0,-114,,,-4.5,-105,-5.5,-110,-5.0,-114,,,-4.5,-113,-5.0,-110
2019,10,FINAL,Sun 11/10,1:00 PM,265,Detroit,13,51%,6.5,-116,6.5,-105,6.5,-110,,,6.0,-105,6.5,-110,6.5,-108,,,6.0,-107,3.0,+105
2019,10,FINAL,Sun 11/10,1:00 PM,266,Chicago,20,49%,-6.5,-104,-6.5,-115,-6.5,-110,,,-6.0,-105,-6.5,-110,-6.5,-112,,,-6.0,-113,-3.0,-125
2019,10,FINAL,Sun 11/10,4:05 PM,267,Miami,16,57%,10.5,-105,10.5,-105,11.0,-115,,,10.5,-105,11.0,-115,11.0,-115,,,10.5,-109,15.0,-110
2019,10,FINAL,Sun 11/10,4:05 PM,268,Indianapolis,12,43%,-10.5,-115,-10.5,-115,-11.0,-105,,,-10.5,-105,-11.0,-105,-11.0,-105,,,-10.5,-111,-15.0,-110
2019,10,FINAL,Sun 11/10,4:25 PM,269,L.A. Rams,12,57%,-4.0,-120,-5.0,-110,-4.0,-115,,,-4.5,-105,-4.5,-110,-4.0,-115,,,-4.5,-108,-4.0,-110
2019,10,FINAL,Sun 11/10,4:25 PM,270,Pittsburgh,17,43%,4.0,+100,5.0,-110,4.0,-105,,,4.5,-105,4.5,-110,4.0,-105,,,4.5,-112,4.0,-110
2019,10,FINAL,Sun 11/10,4:25 PM,263,Carolina,16,44%,5.0,-102,5.5,-110,4.5,+102,,,5.5,-105,5.0,-110,4.5,+102,,,5.5,-110,6.5,+100
2019,10,FINAL,Sun 11/10,4:25 PM,264,Green Bay,24,56%,-5.0,-118,-5.5,-110,-4.5,-123,,,-5.5,-105,-5.0,-110,-4.5,-123,,,-5.5,-110,-6.5,-120
2019,10,FINAL,Sun 11/10,8:20 PM,271,Minnesota,28,46%,3.0,+105,3.5,-115,3.0,+105,,,3.0,+110,3.0,+105,3.0,+105,,,3.0,+102,3.0,-120
2019,10,FINAL,Sun 11/10,8:20 PM,272,Dallas,24,54%,-3.0,-125,-3.5,-105,-3.0,-125,,,-3.0,-120,-3.0,-125,-3.0,-125,,,-3.0,-122,-3.0,+100
2019,10,FINAL,Thu 11/7,8:20 PM,107,L.A. Chargers,24,53%,-1.0,-110,-1.5,-115,-1.0,-110,,,-1.5,-105,-1.0,-115,-1.0,-110,,,-1.5,-111,1.5,-110
2019,10,FINAL,Thu 11/7,8:20 PM,108,Oakland,26,47%,1.0,-110,1.5,-105,1.0,-110,,,1.5,-105,1.0,-105,1.0,-110,,,1.5,-109,-1.5,-110
2019,11,FINAL,Mon 11/18,8:15 PM,475,Kansas City,24,56%,-5.5,-110,-6.0,-110,-3.5,-108,,,-5.5,-105,-6.0,-105,-3.5,-108,,,-5.5,-113,1.0,-110
2019,11,FINAL,Mon 11/18,8:15 PM,476,L.A. Chargers,17,44%,5.5,-110,6.0,-110,3.5,-121,,,5.5,-105,6.0,-115,3.5,-121,,,5.5,-107,-1.0,-110
2019,11,FINAL,Sun 11/17,1:00 PM,451,Dallas,35,66%,-7.0,-115,-7.5,-115,-5.5,-109,,,-7.0,-115,-7.5,+100,-5.5,-109,,,-7.0,-117,-6.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,452,Detroit,27,34%,7.0,-105,7.5,-105,5.5,-106,,,7.0,+105,7.5,-120,5.5,-106,,,7.0,-103,6.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,457,Jacksonville,13,47%,2.5,-110,2.0,-105,1.5,-111,,,2.5,+100,2.5,-105,1.5,-111,,,2.5,-110,3.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,458,Indianapolis,33,53%,-2.5,-110,-2.0,-115,-1.5,-117,,,-2.5,-110,-2.5,-115,-1.5,-117,,,-2.5,-110,-3.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,459,Denver,23,51%,10.0,-116,10.0,-105,10.0,-111,,,10.0,-110,10.0,-115,10.0,-111,,,10.0,-115,10.0,-110
2019,11,FINAL,Sun 11/17,1:00 PM,460,Minnesota,27,49%,-10.0,-104,-10.0,-115,-10.0,-117,,,-10.0,+100,-10.0,-105,-10.0,-117,,,-10.0,-105,-10.0,-110
2019,11,FINAL,Sun 11/17,1:00 PM,465,Houston,7,51%,4.0,-110,4.0,-115,3.5,-115,,,4.5,-105,4.5,-110,3.5,-115,,,4.5,-109,4.0,-110
2019,11,FINAL,Sun 11/17,1:00 PM,466,Baltimore,41,49%,-4.0,-110,-4.0,-105,-3.5,-112,,,-4.5,-105,-4.5,-110,-3.5,-112,,,-4.5,-111,-4.0,-110
2019,11,FINAL,Sun 11/17,1:00 PM,461,N.Y. Jets,34,62%,1.5,-110,1.5,-115,1.0,-105,,,1.5,-105,1.0,-105,1.0,-105,,,1.5,-109,1.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,462,Washington,17,38%,-1.5,-110,-1.5,-105,-1.0,-115,,,-1.5,-105,-1.0,-115,-1.0,-115,,,-1.5,-111,-1.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,455,Atlanta,29,50%,3.5,-105,3.5,-110,4.5,-114,,,3.5,-105,3.5,-105,4.5,-114,,,3.5,-109,6.5,-108
2019,11,FINAL,Sun 11/17,1:00 PM,456,Carolina,3,50%,-3.5,-115,-3.5,-110,-4.5,-114,,,-3.5,-105,-3.5,-115,-4.5,-114,,,-3.5,-111,-6.5,-112
2019,11,FINAL,Sun 11/17,1:00 PM,463,Buffalo,37,53%,-7.0,-108,-7.0,-115,-7.0,-110,,,-7.0,-105,-7.0,-110,-7.0,-110,,,-7.0,-109,-7.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,464,Miami,20,47%,7.0,-112,7.0,-105,7.0,-110,,,7.0,-105,7.0,-110,7.0,-110,,,7.0,-111,7.5,-110
2019,11,FINAL,Sun 11/17,1:00 PM,453,New Orleans,34,56%,-5.0,-113,-5.5,-110,-5.0,-117,,,-5.0,-105,-5.0,-110,-5.0,-117,,,-5.5,-108,6.5,-108
2019,11,FINAL,Sun 11/17,1:00 PM,454,Tampa Bay,17,44%,5.0,-107,5.5,-110,5.0,-111,,,5.0,-105,5.0,-110,5.0,-111,,,5.5,-112,-6.5,-112
2019,11,FINAL,Sun 11/17,4:05 PM,467,Arizona,26,56%,10.0,-112,10.0,-115,9.0,-115,,,10.0,-110,10.0,-115,9.0,-115,,,10.0,-114,14.0,-115
2019,11,FINAL,Sun 11/17,4:05 PM,468,San Francisco,36,44%,-10.0,-108,-10.0,-105,-9.0,-112,,,-10.0,+100,-10.0,-105,-9.0,-112,,,-10.0,-106,-14.0,-105
2019,11,FINAL,Sun 11/17,4:25 PM,469,New England,17,62%,-4.5,-109,-5.0,-110,-4.0,-113,,,-4.0,-105,-4.5,-110,-4.0,-113,,,-4.5,-107,2.5,-110
2019,11,FINAL,Sun 11/17,4:25 PM,470,Philadelphia,10,38%,4.5,-111,5.0,-110,4.0,-107,,,4.0,-105,4.5,-110,4.0,-107,,,4.5,-113,-2.5,-110
2019,11,FINAL,Sun 11/17,4:25 PM,471,Cincinnati,10,47%,13.0,-112,13.0,-105,12.5,-110,,,12.5,-105,13.0,-115,12.5,-110,,,12.5,-108,8.0,-110
2019,11,FINAL,Sun 11/17,4:25 PM,472,Oakland,17,53%,-13.0,-108,-13.0,-115,-12.5,-110,,,-12.5,-105,-13.0,-105,-12.5,-110,,,-12.5,-112,-8.0,-110
2019,11,FINAL,Sun 11/17,8:20 PM,473,Chicago,7,50%,5.5,-112,6.0,-115,6.5,-117,,,4.5,-105,6.0,-125,6.5,-117,,,5.0,-109,7.0,-105
2019,11,FINAL,Sun 11/17,8:20 PM,474,L.A. Rams,17,50%,-5.5,-108,-6.0,-105,-6.5,-111,,,-4.5,-105,-6.0,+105,-6.5,-111,,,-5.0,-111,-7.0,-115
2019,11,FINAL,Thu 11/14,8:20 PM,309,Pittsburgh,7,55%,3.0,-111,3.0,-120,3.0,-102,,,3.0,-105,3.0,-110,3.0,-102,,,3.0,-110,2.5,+105
2019,11,FINAL,Thu 11/14,8:20 PM,310,Cleveland,21,45%,-3.0,-109,-3.0,+100,-3.0,-118,,,-3.0,-105,-3.0,-110,-3.0,-118,,,-3.0,-110,-2.5,-125
2019,12,FINAL,Mon 11/25,8:15 PM,275,Baltimore,45,58%,-3.0,-120,-4.0,-105,-3.0,-110,,,-3.5,+105,-3.5,-105,-3.0,-110,,,-3.5,+103,,-110
2019,12,FINAL,Mon 11/25,8:15 PM,276,L.A. Rams,6,42%,3.0,+100,4.0,-115,3.0,-110,,,3.5,-115,3.5,-115,3.0,-110,,,3.5,-123,,-110
2019,12,FINAL,Sun 11/24,1:00 PM,263,Tampa Bay,35,63%,3.5,-115,4.0,-115,3.0,+105,,,3.5,-110,3.5,-120,3.0,+105,,,3.5,-116,3.0,-115
2019,12,FINAL,Sun 11/24,1:00 PM,264,Atlanta,22,37%,-3.5,-105,-4.0,-105,-3.0,-125,,,-3.5,+100,-3.5,+100,-3.0,-125,,,-3.5,-104,-3.0,-105
2019,12,FINAL,Sun 11/24,1:00 PM,251,Miami,24,57%,11.0,-117,11.0,-115,11.0,-117,,,11.0,-105,11.0,-115,11.0,-117,,,10.5,-107,9.0,-105
2019,12,FINAL,Sun 11/24,1:00 PM,252,Cleveland,41,43%,-11.0,-103,-11.0,-105,-11.0,-103,,,-11.0,-105,-11.0,-105,-11.0,-103,,,-10.5,-113,-9.0,-115
