eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds
4407395,1529,471,2021,13,Sun 12/5,4:05 PM,Jacksonville,7,FINAL,100.0,10.0,90.0,90.0,55.59,0.0,520.0,12.0,-110.0,48.0,-110.0,550.0,14.0,-110.0,48.0,-108.0,550.0,14.0,-110.0,48.0,-110.0,591.0,14.0,-104.0,48.0,100.0,548.0,14.0,-110.0,48.0,-104.0,500.0,13.0,-115.0,48.0,-110.0,575.0,14.0,-110.0,48.0,-110.0,600.0,14.0,-108.0,48.0,-108.0,587.0,14.0,-110.0,48.0,-108.0,570.0,13.0,-110.0,48.0,-110.0,548.0,14.0,-110.0,48.0,-105.0,500.0,13.0,-110.0,48.0,-110.0
4407395,1550,472,2021,13,,,L.A. Rams,37,,0.0,0.0,10.0,10.0,44.41,0.0,-700.0,-12.0,-110.0,48.0,-110.0,-750.0,-14.0,-110.0,48.0,-112.0,-850.0,-14.0,-110.0,48.0,-110.0,-786.0,-14.0,-107.0,48.0,-111.0,-823.0,-14.0,-110.0,48.0,-116.0,-700.0,-13.0,-105.0,48.0,-110.0,-850.0,-14.0,-110.0,48.0,-110.0,-850.0,-14.0,-108.0,48.0,-108.0,-787.0,-14.0,-110.0,48.0,-112.0,-820.0,-13.0,-110.0,48.0,-110.0,-823.0,-14.0,-110.0,48.0,-115.0,-680.0,-13.0,-110.0,48.0,-110.0
4407392,1547,473,2021,13,Sun 12/5,4:25 PM,San Francisco,23,FINAL,50.0,30.0,62.5,50.0,33.33,0.0,-145.0,0.0,-110.0,46.0,-110.0,-136.0,-2.5,-112.0,44.5,-115.0,-145.0,-3.0,100.0,44.5,-110.0,-144.0,-3.0,104.0,44.5,-113.0,-148.0,-3.0,-102.0,44.5,-117.0,-170.0,-3.5,100.0,46.0,-110.0,-145.0,-3.0,100.0,44.5,-110.0,-145.0,-2.5,-118.0,45.0,-108.0,-147.0,-3.0,-102.0,45.0,-108.0,-145.0,-3.0,-105.0,44.5,-110.0,-148.0,-3.0,-102.0,44.5,-117.0,-155.0,-3.0,-110.0,45.0,-110.0
4407392,1548,474,2021,13,,,Seattle,30,,50.0,30.0,37.5,30.0,66.67,0.0,125.0,0.0,-110.0,46.0,-110.0,116.0,2.5,-108.0,44.5,-105.0,125.0,3.0,-120.0,44.5,-110.0,130.0,3.0,-115.0,44.5,101.0,128.0,3.0,-118.0,44.5,-103.0,150.0,3.5,-120.0,46.0,-110.0,125.0,3.0,-120.0,44.5,-110.0,125.0,2.5,102.0,45.0,-108.0,127.0,3.0,-118.0,45.0,-112.0,125.0,3.0,-115.0,44.5,-110.0,128.0,3.0,-118.0,44.5,-103.0,135.0,3.0,-110.0,45.0,-110.0
4407400,1521,469,2021,13,Sun 12/5,4:25 PM,Baltimore,19,FINAL,25.0,20.0,60.0,60.0,40.0,0.0,-172.0,-3.0,100.0,45.0,-110.0,-190.0,-4.0,-107.0,44.0,-112.0,-195.0,-4.0,-110.0,44.0,-110.0,-203.0,-4.0,-109.0,44.0,-109.0,-209.0,-4.0,-113.0,44.0,-113.0,-220.0,-4.5,-110.0,44.0,-110.0,-200.0,-4.0,-110.0,44.0,-110.0,-195.0,-4.0,-108.0,44.0,-108.0,-195.0,-4.0,-109.0,44.0,-111.0,-200.0,-4.0,-110.0,44.0,-110.0,-209.0,-4.0,-113.0,44.0,-113.0,-205.0,-4.5,-110.0,44.0,-110.0
4407400,1519,470,2021,13,,,Pittsburgh,20,,75.0,60.0,40.0,40.0,60.0,0.0,152.0,3.0,-120.0,45.0,-110.0,165.0,4.0,-113.0,44.0,-108.0,165.0,4.0,-110.0,44.0,-110.0,180.0,4.0,-102.0,44.0,-102.0,174.0,4.0,-107.0,44.0,-107.0,180.0,4.5,-110.0,44.0,-110.0,175.0,4.0,-110.0,44.0,-110.0,170.0,4.0,-108.0,44.0,-108.0,170.0,4.0,-111.0,44.0,-109.0,170.0,4.0,-110.0,44.0,-110.0,174.0,4.0,-107.0,44.0,-107.0,175.0,4.5,-110.0,44.0,-110.0
4407393,1534,457,2021,13,Sun 12/5,8:20 PM,Denver,9,FINAL,88.1,9250.0,33.33,10.0,100.0,0.0,360.0,9.5,-110.0,49.5,-110.0,330.0,8.5,-111.0,46.5,-110.0,320.0,9.0,-115.0,46.5,-110.0,321.0,8.5,-108.0,46.5,-102.0,321.0,8.5,-110.0,46.5,-105.0,335.0,9.5,-110.0,47.5,-110.0,330.0,8.5,-110.0,46.5,-110.0,345.0,8.5,-108.0,46.5,-108.0,322.0,8.5,-109.0,46.5,-112.0,320.0,8.5,-110.0,46.5,-110.0,319.0,8.5,-111.0,46.5,-105.0,345.0,9.0,-110.0,46.5,-110.0
4407393,1531,458,2021,13,,,Kansas City,22,,11.9,1250.0,66.67,20.0,0.0,0.0,-450.0,-9.5,-110.0,49.5,-110.0,-410.0,-8.5,-109.0,46.5,-110.0,-430.0,-9.0,-105.0,46.5,-110.0,-383.0,-8.5,-103.0,46.5,-109.0,-391.0,-8.5,-110.0,46.5,-115.0,-430.0,-9.5,-110.0,47.5,-110.0,-410.0,-8.5,-110.0,46.5,-110.0,-435.0,-8.5,-108.0,46.5,-108.0,-402.0,-8.5,-111.0,46.5,-108.0,-420.0,-8.5,-110.0,46.5,-110.0,-389.0,-8.5,-109.0,46.5,-115.0,-400.0,-9.0,-110.0,46.5,-110.0
4407390,1538,301,2021,13,Thu 12/2,8:20 PM,Dallas,27,FINAL,0.0,0.0,0.0,0.0,16.67,0.0,-245.0,-5.0,-110.0,48.0,-110.0,-282.0,-6.5,-115.0,46.0,-108.0,-290.0,-6.5,-115.0,46.0,-105.0,-275.0,-6.5,-110.0,45.5,-103.0,-287.0,-6.5,-116.0,45.5,-107.0,-280.0,-6.5,-115.0,45.5,-110.0,-270.0,-6.5,-110.0,45.5,-110.0,-285.0,-6.5,-108.0,46.0,-108.0,-278.0,-6.5,-111.0,45.5,-108.0,-280.0,-6.5,-115.0,45.5,-110.0,-287.0,-6.5,-116.0,45.5,-107.0,-260.0,-7.0,110.0,46.0,-110.0
4407390,1543,302,2021,13,,,New Orleans,17,,100.0,50.0,100.0,20.0,83.33,0.0,205.0,5.0,-110.0,48.0,-110.0,237.0,6.5,-105.0,46.0,-112.0,240.0,6.5,-105.0,46.0,-115.0,239.0,6.5,-101.0,45.5,-109.0,237.0,6.5,-104.0,45.5,-113.0,240.0,6.5,-105.0,45.5,-110.0,230.0,6.5,-110.0,45.5,-110.0,235.0,6.5,-108.0,46.0,-108.0,228.0,6.5,-109.0,45.5,-112.0,230.0,6.5,-105.0,45.5,-110.0,237.0,6.5,-104.0,45.5,-113.0,225.0,7.0,-130.0,46.0,-110.0
