eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,29_ml,29_spr,29_spr_odds,29_ou,29_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds
4407453,1544,105,2021,17,Sun 1/2,1:00 PM,Tampa Bay,28,FINAL,20.83,50.0,20.0,10.0,40.0,0.0,-750.0,-10.5,-110.0,45.5,-110.0,-900.0,-14.5,-108.0,48.0,-110.0,-950.0,-14.5,-110.0,47.5,-110.0,-869.0,-14.5,-101.0,48.0,-106.0,-899.0,-14.5,-106.0,48.0,-110.0,-900.0,-14.5,-105.0,48.0,-110.0,-900.0,-14.0,-110.0,47.5,-110.0,-880.0,-14.5,-108.0,47.5,-108.0,-861.0,-14.5,-105.0,47.5,-113.0,-875.0,-14.5,-105.0,47.5,-110.0,-899.0,-14.5,-107.0,48.0,-110.0,-900.0,-14.5,-110.0,47.5,-110.0
4407453,1523,106,2021,17,,,N.Y. Jets,24,,79.17,190.0,80.0,40.0,60.0,0.0,550.0,10.5,-110.0,45.5,-110.0,640.0,14.5,-112.0,48.0,-110.0,600.0,14.5,-110.0,47.5,-110.0,624.0,14.5,-110.0,48.0,-105.0,599.0,14.5,-114.0,48.0,-110.0,600.0,14.5,-115.0,48.0,-110.0,600.0,14.0,-110.0,47.5,-110.0,630.0,14.5,-108.0,47.5,-108.0,611.0,14.5,-115.0,47.5,-107.0,625.0,14.5,-115.0,47.5,-110.0,599.0,14.5,-113.0,48.0,-110.0,625.0,14.5,-110.0,47.5,-110.0
4407455,1533,101,2021,17,Sun 1/2,1:00 PM,Las Vegas,23,FINAL,33.33,30.0,57.14,40.0,60.0,0.0,295.0,8.5,-115.0,48.5,-110.0,320.0,8.5,-105.0,46.0,-112.0,300.0,8.5,-110.0,46.5,-110.0,359.0,8.5,105.0,46.5,-109.0,363.0,8.5,104.0,46.5,-113.0,315.0,9.0,-115.0,46.5,-110.0,330.0,8.5,-110.0,46.0,-110.0,345.0,9.5,-108.0,46.5,-108.0,328.0,8.5,-110.0,46.5,-111.0,315.0,8.5,-110.0,46.5,-110.0,320.0,8.5,-106.0,46.5,-113.0,330.0,9.0,-115.0,46.5,-110.0
4407455,1527,102,2021,17,,,Indianapolis,20,,66.67,60.0,42.86,30.0,40.0,0.0,-365.0,-8.5,-105.0,48.5,-110.0,-400.0,-8.5,-115.0,46.0,-108.0,-395.0,-8.5,-110.0,46.5,-110.0,-444.0,-8.5,-117.0,46.5,-102.0,-438.0,-8.5,-124.0,46.5,-107.0,-400.0,-9.0,-105.0,46.5,-110.0,-410.0,-8.5,-110.0,46.0,-110.0,-435.0,-9.5,-108.0,46.5,-108.0,-408.0,-8.5,-110.0,46.5,-109.0,-410.0,-8.5,-110.0,46.5,-110.0,-390.0,-8.5,-114.0,46.5,-107.0,-385.0,-9.0,-105.0,46.5,-110.0
4407456,1529,117,2021,17,Sun 1/2,1:00 PM,Jacksonville,10,FINAL,0.0,0.0,100.0,10.0,0.0,0.0,660.0,16.5,-110.0,42.0,-110.0,750.0,17.0,-110.0,41.5,-112.0,700.0,17.5,-110.0,42.0,-110.0,707.0,17.5,-115.0,42.0,-105.0,709.0,17.5,-119.0,42.0,-110.0,700.0,17.5,-115.0,42.0,-110.0,850.0,17.5,-110.0,41.5,-110.0,875.0,17.0,-108.0,41.5,-108.0,835.0,17.5,-114.0,42.0,-111.0,805.0,17.0,-110.0,42.0,-110.0,709.0,17.5,-119.0,42.0,-110.0,815.0,17.5,-115.0,41.5,-110.0
4407456,1525,118,2021,17,,,New England,50,,100.0,10.0,0.0,0.0,100.0,0.0,-1000.0,-16.5,-110.0,42.0,-110.0,-1200.0,-17.0,-110.0,41.5,-108.0,-1200.0,-17.5,-110.0,42.0,-110.0,-1018.0,-17.5,104.0,42.0,-106.0,-1021.0,-17.5,-101.0,42.0,-110.0,-1200.0,-17.5,-105.0,42.0,-110.0,-1450.0,-17.5,-110.0,41.5,-110.0,-1225.0,-17.0,-108.0,41.5,-108.0,-1185.0,-17.5,-106.0,42.0,-109.0,-1220.0,-17.0,-110.0,42.0,-110.0,-1021.0,-17.5,-101.0,42.0,-110.0,-1300.0,-17.5,-105.0,41.5,-110.0
4407458,1546,107,2021,17,Sun 1/2,1:00 PM,Atlanta,15,FINAL,100.0,50.0,100.0,60.0,33.33,0.0,670.0,14.0,-110.0,44.0,-110.0,640.0,14.0,-105.0,46.0,-113.0,650.0,14.5,-115.0,46.0,-110.0,627.0,14.0,-101.0,46.5,-103.0,665.0,14.0,-105.0,46.5,-108.0,625.0,14.0,-110.0,46.5,-110.0,650.0,14.0,-110.0,46.0,-110.0,685.0,14.0,-108.0,46.0,-108.0,665.0,14.0,-109.0,46.0,-112.0,640.0,14.0,-110.0,46.0,-110.0,665.0,14.0,-106.0,46.5,-108.0,670.0,14.5,-115.0,46.5,-110.0
4407458,1526,108,2021,17,,,Buffalo,29,,0.0,0.0,0.0,0.0,66.67,0.0,-950.0,-14.0,-110.0,44.0,-110.0,-900.0,-14.0,-115.0,46.0,-107.0,-1100.0,-14.5,-105.0,46.0,-110.0,-874.0,-14.0,-111.0,46.5,-108.0,-965.0,-14.0,-115.0,46.5,-112.0,-950.0,-14.0,-110.0,46.5,-110.0,-1000.0,-14.0,-110.0,46.0,-110.0,-935.0,-14.0,-108.0,46.0,-108.0,-915.0,-14.0,-111.0,46.0,-108.0,-890.0,-14.0,-110.0,46.0,-110.0,-965.0,-14.0,-114.0,46.5,-112.0,-1000.0,-14.5,-105.0,46.5,-110.0
4407461,1524,119,2021,17,Sun 1/2,1:00 PM,Miami,3,FINAL,47.83,2980.0,35.71,50.0,0.0,0.0,143.0,4.0,-110.0,40.5,-110.0,150.0,3.0,-102.0,40.0,-110.0,155.0,3.0,105.0,41.0,-110.0,149.0,3.0,105.0,41.0,101.0,148.0,3.0,101.0,41.0,-105.0,145.0,3.0,100.0,41.0,-110.0,140.0,3.0,-110.0,41.0,-110.0,150.0,3.0,-103.0,41.0,-108.0,152.0,3.0,-103.0,41.0,-108.0,145.0,3.0,100.0,41.0,-110.0,148.0,3.0,101.0,41.0,-105.0,150.0,3.0,100.0,41.0,-110.0
4407461,1528,120,2021,17,,,Tennessee,34,,52.17,3250.0,64.29,90.0,100.0,0.0,-163.0,-4.0,-110.0,40.5,-110.0,-170.0,-3.0,-118.0,40.0,-110.0,-180.0,-3.0,-125.0,41.0,-110.0,-168.0,-3.0,-117.0,41.0,-112.0,-168.0,-3.0,-121.0,41.0,-115.0,-165.0,-3.0,-120.0,41.0,-110.0,-160.0,-3.0,-110.0,41.0,-110.0,-170.0,-3.0,-113.0,41.0,-108.0,-172.0,-3.0,-117.0,41.0,-112.0,-170.0,-3.0,-120.0,41.0,-110.0,-168.0,-3.0,-121.0,41.0,-115.0,-170.0,-3.0,-120.0,41.0,-110.0
4407457,1530,123,2021,17,Sun 1/2,4:05 PM,Houston,7,FINAL,40.0,20.0,55.56,50.0,28.57,0.0,725.0,15.5,-110.0,44.5,-110.0,475.0,13.5,-103.0,44.0,-113.0,500.0,13.5,-105.0,44.0,-115.0,459.0,14.0,-103.0,44.0,-114.0,713.0,14.0,-110.0,44.0,-110.0,470.0,13.5,-110.0,44.0,-115.0,500.0,13.5,-110.0,44.0,-115.0,550.0,13.5,-108.0,44.5,-108.0,521.0,14.0,-115.0,44.0,-113.0,500.0,13.5,-105.0,44.0,-115.0,713.0,14.0,-110.0,44.0,-110.0,570.0,14.0,-115.0,44.5,-110.0
4407457,1547,124,2021,17,,,San Francisco,23,,60.0,30.0,44.44,40.0,71.43,0.0,-1150.0,-15.5,-110.0,44.5,-110.0,-615.0,-13.5,-117.0,44.0,-107.0,-750.0,-13.5,-115.0,44.0,-105.0,-595.0,-14.0,-108.0,44.0,102.0,-1029.0,-14.0,-110.0,44.0,-110.0,-650.0,-13.5,-110.0,44.0,-105.0,-700.0,-13.5,-110.0,44.0,-105.0,-725.0,-13.5,-108.0,44.5,-108.0,-671.0,-14.0,-105.0,44.0,-107.0,-700.0,-13.5,-115.0,44.0,-105.0,-1029.0,-14.0,-110.0,44.0,-110.0,-750.0,-14.0,-105.0,44.5,-110.0
4407464,1534,121,2021,17,Sun 1/2,4:05 PM,Denver,13,FINAL,82.2,5220.0,75.0,30.0,42.86,0.0,225.0,6.0,-110.0,45.5,-110.0,280.0,9.0,-125.0,45.0,-115.0,290.0,8.0,-110.0,45.0,-110.0,315.0,8.0,101.0,45.5,100.0,295.0,9.0,-125.0,45.0,-110.0,300.0,8.0,-115.0,45.0,-110.0,290.0,7.5,-110.0,45.5,-110.0,310.0,8.0,-108.0,45.0,-108.0,304.0,8.0,-109.0,45.5,-108.0,300.0,8.0,-110.0,45.0,-110.0,295.0,9.0,-125.0,45.0,-110.0,300.0,9.0,-125.0,45.0,-110.0
4407464,75380,122,2021,17,,,L.A. Chargers,34,,17.8,1130.0,25.0,10.0,57.14,0.0,-265.0,-6.0,-110.0,45.5,-110.0,-350.0,-9.0,105.0,45.0,-105.0,-380.0,-8.0,-110.0,45.0,-110.0,-382.0,-8.0,-112.0,45.5,-112.0,-355.0,-9.0,105.0,45.0,-110.0,-380.0,-8.0,-105.0,45.0,-110.0,-350.0,-7.5,-110.0,45.5,-110.0,-390.0,-8.0,-108.0,45.0,-108.0,-384.0,-8.0,-111.0,45.5,-112.0,-400.0,-8.0,-110.0,45.0,-110.0,-355.0,-9.0,105.0,45.0,-110.0,-350.0,-9.0,105.0,45.0,-110.0
4407454,1545,111,2021,17,Sun 1/2,4:25 PM,Carolina,10,FINAL,55.78,3380.0,48.43,5880.0,55.52,0.0,235.0,7.0,-110.0,39.5,-110.0,245.0,6.5,-105.0,37.0,-115.0,265.0,7.0,-110.0,37.0,-110.0,227.0,7.0,-119.0,37.0,-116.0,229.0,7.0,-121.0,37.0,-117.0,240.0,7.0,-115.0,37.0,-110.0,240.0,6.5,-110.0,37.0,-110.0,245.0,7.0,-113.0,37.0,-108.0,242.0,7.0,-114.0,37.0,-110.0,235.0,7.0,-115.0,37.0,-110.0,229.0,7.0,-121.0,37.0,-117.0,250.0,7.0,-115.0,37.0,-110.0
4407454,1543,112,2021,17,,,New Orleans,18,,44.22,2680.0,51.57,6260.0,44.48,0.0,-280.0,-7.0,-110.0,39.5,-110.0,-290.0,-6.5,-115.0,37.0,-105.0,-330.0,-7.0,-110.0,37.0,-110.0,-265.0,-7.0,107.0,37.0,104.0,-269.0,-7.0,101.0,37.0,-103.0,-280.0,-7.0,-105.0,37.0,-110.0,-280.0,-6.5,-110.0,37.0,-110.0,-305.0,-7.0,-103.0,37.0,-108.0,-302.0,-7.0,-106.0,37.0,-110.0,-290.0,-7.0,-105.0,37.0,-110.0,-269.0,-7.0,101.0,37.0,-103.0,-290.0,-7.0,-105.0,37.0,-110.0
4407462,1539,125,2021,17,Sun 1/2,4:25 PM,Detroit,29,FINAL,100.0,10.0,55.56,50.0,14.29,0.0,295.0,9.0,-110.0,42.0,-110.0,335.0,9.0,-107.0,41.0,-112.0,310.0,9.0,-105.0,41.0,-110.0,329.0,8.5,104.0,41.5,-101.0,338.0,9.0,-107.0,41.0,-112.0,315.0,9.0,-115.0,41.0,-110.0,330.0,9.0,-110.0,41.0,-110.0,345.0,9.5,-108.0,41.0,-108.0,338.0,10.0,-115.0,41.0,-112.0,320.0,9.0,-105.0,41.0,-110.0,338.0,9.0,-107.0,41.0,-112.0,325.0,9.5,-115.0,41.0,-110.0
4407462,1548,126,2021,17,,,Seattle,51,,0.0,0.0,44.44,40.0,85.71,0.0,-365.0,-9.0,-110.0,42.0,-110.0,-415.0,-9.0,-113.0,41.0,-108.0,-415.0,-9.0,-115.0,41.0,-110.0,-402.0,-8.5,-115.0,41.5,-110.0,-413.0,-9.0,-113.0,41.0,-108.0,-400.0,-9.0,-105.0,41.0,-110.0,-410.0,-9.0,-110.0,41.0,-110.0,-435.0,-9.5,-108.0,41.0,-108.0,-428.0,-10.0,-105.0,41.0,-108.0,-420.0,-9.0,-115.0,41.0,-110.0,-413.0,-9.0,-113.0,41.0,-108.0,-380.0,-9.5,-105.0,41.0,-110.0
4407463,1549,109,2021,17,Sun 1/2,4:25 PM,Arizona,25,FINAL,25.0,20.0,66.67,60.0,25.0,0.0,202.0,3.0,-125.0,50.5,-110.0,225.0,6.0,-110.0,52.5,-115.0,215.0,6.5,-110.0,53.5,-110.0,215.0,6.5,-107.0,53.0,-110.0,224.0,6.5,-109.0,53.0,-111.0,240.0,6.5,-105.0,53.0,-110.0,225.0,6.0,-110.0,52.5,-110.0,220.0,6.0,-108.0,53.0,-108.0,224.0,6.5,-111.0,53.0,-111.0,195.0,6.5,-110.0,53.0,-110.0,224.0,6.5,-109.0,53.0,-111.0,230.0,7.0,-120.0,53.0,-110.0
4407463,1538,110,2021,17,,,Dallas,22,,75.0,60.0,33.33,30.0,75.0,0.0,-232.0,-3.0,105.0,50.5,-110.0,-265.0,-6.0,-110.0,52.5,-105.0,-260.0,-6.5,-110.0,53.5,-110.0,-249.0,-6.5,-104.0,53.0,-101.0,-264.0,-6.5,-111.0,53.0,-109.0,-280.0,-6.5,-115.0,53.0,-110.0,-265.0,-6.0,-110.0,52.5,-110.0,-270.0,-6.0,-108.0,53.0,-108.0,-274.0,-6.5,-109.0,53.0,-109.0,-255.0,-6.5,-110.0,53.0,-110.0,-264.0,-6.5,-111.0,53.0,-109.0,-270.0,-7.0,100.0,53.0,-110.0
4407459,1541,129,2021,17,Sun 1/2,8:20 PM,Minnesota,10,FINAL,83.33,50.0,61.54,80.0,28.57,0.0,245.0,6.5,-110.0,46.0,-110.0,510.0,12.5,-115.0,42.5,-105.0,550.0,13.0,-105.0,43.0,-110.0,479.0,13.0,-123.0,43.0,-103.0,503.0,13.0,-121.0,43.0,-107.0,505.0,13.0,-115.0,43.0,-105.0,525.0,12.5,-110.0,42.5,-110.0,519.0,11.5,-108.0,43.0,-108.0,493.0,12.0,-111.0,42.5,-112.0,435.0,12.5,-110.0,42.5,-110.0,503.0,13.0,-121.0,43.0,-108.0,530.0,13.0,-115.0,43.0,-110.0
4407459,1542,130,2021,17,,,Green Bay,37,,16.67,10.0,38.46,50.0,71.43,0.0,-290.0,-6.5,-110.0,46.0,-110.0,-660.0,-12.5,-105.0,42.5,-115.0,-850.0,-13.0,-115.0,43.0,-110.0,-627.0,-13.0,110.0,43.0,-108.0,-728.0,-13.0,101.0,43.0,-113.0,-710.0,-13.0,-105.0,43.0,-115.0,-750.0,-12.5,-110.0,42.5,-110.0,-705.0,-11.5,-108.0,43.0,-108.0,-661.0,-12.0,-109.0,42.5,-108.0,-775.0,-12.5,-110.0,42.5,-110.0,-728.0,-13.0,101.0,43.0,-112.0,-710.0,-13.0,-105.0,43.0,-110.0
