eid,partid,rotation,season,week,date,time,team,score,outcome,ml_perc,ml_wag,spr_perc,spr_wag,ou_perc,ou_wag,op_ml,op_spr,op_spr_odds,op_ou,op_ou_odds,8_ml,8_spr,8_spr_odds,8_ou,8_ou_odds,9_ml,9_spr,9_spr_odds,9_ou,9_ou_odds,10_ml,10_spr,10_spr_odds,10_ou,10_ou_odds,16_ml,16_spr,16_spr_odds,16_ou,16_ou_odds,20_ml,20_spr,20_spr_odds,20_ou,20_ou_odds,28_ml,28_spr,28_spr_odds,28_ou,28_ou_odds,36_ml,36_spr,36_spr_odds,36_ou,36_ou_odds,44_ml,44_spr,44_spr_odds,44_ou,44_ou_odds,54_ml,54_spr,54_spr_odds,54_ou,54_ou_odds,82_ml,82_spr,82_spr_odds,82_ou,82_ou_odds,84_ml,84_spr,84_spr_odds,84_ou,84_ou_odds,123_ml,123_spr,123_spr_odds,123_ou,123_ou_odds,127_ml,127_spr,127_spr_odds,127_ou,127_ou_odds
4642857,1520,463,2022,13,Sun 12/4,1:00 PM,Cleveland,27,FINAL,18.37,790.0,22.93,1800.0,46.9,0.0,-300.0,-5.0,-110.0,44.0,-110.0,-350.0,-7.5,-109.0,46.0,-110.0,-350.0,-7.5,-105.0,46.0,-110.0,-360.0,-7.5,-108.0,46.5,-110.0,-360.0,-7.5,-108.0,46.5,-110.0,-328.0,-7.5,-108.0,47.0,106.0,-345.0,-8.0,-107.0,46.0,-110.0,-350.0,-7.5,-110.0,46.5,-110.0,-365.0,-7.5,-108.0,45.5,-108.0,-363.0,-7.5,-113.0,45.5,-110.0,-380.0,-7.5,-110.0,46.5,-110.0,-345.0,-8.0,-107.0,46.0,-110.0,-380.0,-7.5,-110.0,46.5,-110.0,-345.0,-7.5,-105.0,46.5,-110.0
4642857,1530,464,2022,13,,,Houston,14,,81.63,3510.0,77.07,6050.0,53.1,0.0,250.0,5.0,-110.0,44.0,-110.0,280.0,7.5,-111.0,46.0,-110.0,275.0,7.5,-115.0,46.0,-110.0,289.0,7.5,-112.0,46.5,-110.0,289.0,7.5,-112.0,46.5,-110.0,280.0,7.5,-102.0,47.0,-119.0,285.0,8.0,-113.0,46.0,-110.0,290.0,7.5,-110.0,46.5,-110.0,295.0,7.5,-108.0,45.5,-108.0,293.0,7.5,-107.0,45.5,-110.0,290.0,7.5,-110.0,46.5,-110.0,285.0,8.0,-113.0,46.0,-110.0,290.0,7.5,-110.0,46.5,-110.0,273.0,7.5,-116.0,46.5,-110.0
4642858,1529,459,2022,13,Sun 12/4,1:00 PM,Jacksonville,14,FINAL,71.43,750.0,69.66,5350.0,82.46,0.0,-105.0,1.0,-110.0,50.0,-110.0,108.0,1.5,-110.0,51.5,-108.0,100.0,1.5,-110.0,51.5,-110.0,100.0,1.0,-110.0,51.5,-105.0,100.0,1.0,-110.0,51.5,-105.0,110.0,1.0,102.0,51.5,101.0,108.0,1.0,-110.0,52.0,-106.0,100.0,1.0,-110.0,51.0,-110.0,105.0,1.5,-108.0,51.5,-108.0,101.0,1.0,-107.0,51.0,-113.0,-103.0,1.0,-110.0,51.0,-110.0,108.0,1.0,-110.0,52.0,-106.0,-102.0,1.0,-110.0,51.5,-110.0,-104.0,1.0,-111.0,51.5,-103.0
4642858,1539,460,2022,13,,,Detroit,40,,28.57,300.0,30.34,2330.0,17.54,0.0,-115.0,-1.0,-110.0,50.0,-110.0,-128.0,-1.5,-110.0,51.5,-112.0,-120.0,-1.5,-110.0,51.5,-110.0,-120.0,-1.0,-110.0,51.5,-115.0,-120.0,-1.0,-110.0,51.5,-115.0,-121.0,-1.0,-113.0,51.5,-114.0,-128.0,-1.0,-110.0,52.0,-114.0,-120.0,-1.0,-110.0,51.0,-110.0,-125.0,-1.5,-108.0,51.5,-108.0,-121.0,-1.0,-113.0,51.0,-107.0,-116.0,-1.0,-110.0,51.0,-110.0,-128.0,-1.0,-110.0,52.0,-114.0,-118.0,-1.0,-110.0,51.5,-110.0,-115.0,-1.0,-111.0,51.5,-123.0
4642859,1542,465,2022,13,Sun 12/4,1:00 PM,Green Bay,28,FINAL,30.32,670.0,38.72,2610.0,64.31,0.0,-190.0,-2.5,-110.0,44.0,-110.0,-190.0,-3.5,-107.0,44.5,-115.0,-180.0,-3.5,-105.0,45.0,-110.0,-210.0,-4.0,-110.0,45.5,-110.0,-210.0,-4.0,-110.0,45.5,-110.0,-172.0,-3.5,104.0,45.0,101.0,-192.0,-3.5,-107.0,45.0,-110.0,-180.0,-3.5,-110.0,45.0,-110.0,-185.0,-3.5,-108.0,45.0,-108.0,-185.0,-3.5,-109.0,44.5,-110.0,-210.0,-4.0,-110.0,45.0,-110.0,-192.0,-3.5,-107.0,45.0,-110.0,-215.0,-4.0,-110.0,45.0,-110.0,-189.0,-3.5,-109.0,44.5,-109.0
4642859,1540,466,2022,13,,,Chicago,19,,69.68,1540.0,61.28,4130.0,35.69,0.0,165.0,2.5,-110.0,44.0,-110.0,165.0,3.5,-113.0,44.5,-105.0,155.0,3.5,-115.0,45.0,-110.0,176.0,4.0,-110.0,45.5,-110.0,176.0,4.0,-110.0,45.5,-110.0,154.0,3.5,-115.0,45.0,-113.0,162.0,3.5,-113.0,45.0,-110.0,160.0,3.5,-110.0,45.0,-110.0,160.0,3.5,-108.0,45.0,-108.0,160.0,3.5,-111.0,44.5,-110.0,169.0,4.0,-110.0,45.0,-110.0,162.0,3.5,-113.0,45.0,-110.0,175.0,4.0,-110.0,45.0,-110.0,157.0,3.5,-104.0,44.5,-118.0
4642860,1528,457,2022,13,Sun 12/4,1:00 PM,Tennessee,10,FINAL,69.17,2670.0,45.55,5120.0,73.33,0.0,200.0,6.5,-107.0,45.0,-110.0,190.0,4.5,-107.0,44.5,-113.0,180.0,4.0,-105.0,44.5,-110.0,189.0,4.5,-107.0,44.0,-117.0,189.0,4.5,-107.0,44.0,-117.0,202.0,5.0,-100.0,44.5,-110.0,185.0,5.0,-113.0,44.5,-110.0,190.0,4.5,-110.0,44.5,-110.0,180.0,4.5,-108.0,44.5,-108.0,182.0,4.5,-111.0,44.5,-111.0,179.0,5.0,-110.0,44.5,-110.0,185.0,5.0,-113.0,44.5,-110.0,175.0,4.5,-110.0,44.5,-110.0,189.0,4.0,-103.0,45.0,-106.0
4642860,1536,458,2022,13,,,Philadelphia,35,,30.83,1190.0,54.45,6120.0,26.67,0.0,-240.0,-6.5,-113.0,45.0,-110.0,-220.0,-4.5,-113.0,44.5,-107.0,-220.0,-4.0,-115.0,44.5,-110.0,-227.0,-4.5,-113.0,44.0,-103.0,-227.0,-4.5,-113.0,44.0,-103.0,-229.0,-5.0,-110.0,44.5,-103.0,-225.0,-5.0,-107.0,44.5,-110.0,-220.0,-4.5,-110.0,44.5,-110.0,-210.0,-4.5,-108.0,44.5,-108.0,-212.0,-4.5,-109.0,44.5,-109.0,-224.0,-5.0,-110.0,44.5,-110.0,-225.0,-5.0,-107.0,44.5,-110.0,-215.0,-4.5,-110.0,44.5,-110.0,-233.0,-4.0,-128.0,45.0,-114.0
4642861,1548,467,2022,13,Sun 12/4,4:05 PM,Seattle,27,FINAL,25.21,910.0,25.07,1880.0,64.29,0.0,-225.0,-3.5,-110.0,42.5,-110.0,-305.0,-6.5,-115.0,41.0,-110.0,-310.0,-6.5,-110.0,41.0,-110.0,-305.0,-6.5,-110.0,41.0,-113.0,-305.0,-6.5,-110.0,41.0,-113.0,-297.0,-7.0,106.0,41.0,-109.0,-310.0,-7.0,-105.0,41.0,-110.0,-300.0,-6.5,-110.0,41.0,-110.0,-310.0,-6.5,-108.0,41.0,-108.0,-310.0,-6.5,-115.0,41.0,-111.0,-300.0,-6.5,-110.0,41.5,-110.0,-310.0,-7.0,-105.0,41.0,-110.0,-325.0,-6.5,-110.0,41.0,-110.0,-312.0,-7.0,-105.0,41.5,-110.0
4642861,1550,468,2022,13,,,L.A. Rams,23,,74.79,2700.0,74.93,5620.0,35.71,0.0,195.0,3.5,-110.0,42.5,-110.0,255.0,6.5,-105.0,41.0,-110.0,255.0,6.5,-110.0,41.0,-110.0,249.0,6.5,-110.0,41.0,-107.0,249.0,6.5,-110.0,41.0,-107.0,256.0,7.0,-117.0,41.0,-103.0,250.0,7.0,-115.0,41.0,-110.0,250.0,6.5,-110.0,41.0,-110.0,250.0,6.5,-108.0,41.0,-108.0,250.0,6.5,-105.0,41.0,-109.0,234.0,6.5,-110.0,41.5,-110.0,250.0,7.0,-115.0,41.0,-110.0,250.0,6.5,-110.0,41.0,-110.0,247.0,7.0,-125.0,41.5,-110.0
4642862,1524,469,2022,13,Sun 12/4,4:05 PM,Miami,17,FINAL,68.3,2780.0,34.53,3470.0,74.84,0.0,160.0,4.5,-110.0,45.0,-110.0,195.0,5.0,-110.0,45.5,-112.0,190.0,5.0,-110.0,46.0,-110.0,201.0,5.5,-109.0,46.0,-110.0,201.0,5.5,-109.0,46.0,-110.0,191.0,4.5,-102.0,46.5,-101.0,190.0,5.0,-113.0,46.0,-112.0,195.0,5.0,-110.0,46.0,-110.0,195.0,5.0,-108.0,46.5,-108.0,197.0,5.0,-110.0,46.0,-109.0,186.0,5.0,-110.0,45.5,-110.0,190.0,5.0,-113.0,46.0,-112.0,190.0,5.0,-110.0,45.5,-110.0,196.0,5.0,-111.0,46.0,-103.0
4642862,1547,470,2022,13,,,San Francisco,33,,31.7,1290.0,65.47,6580.0,25.16,0.0,-180.0,-4.5,-110.0,45.0,-110.0,-225.0,-5.0,-110.0,45.5,-108.0,-230.0,-5.0,-110.0,46.0,-110.0,-243.0,-5.5,-111.0,46.0,-110.0,-243.0,-5.5,-111.0,46.0,-110.0,-216.0,-4.5,-108.0,46.5,-111.0,-230.0,-5.0,-107.0,46.0,-108.0,-230.0,-5.0,-110.0,46.0,-110.0,-230.0,-5.0,-108.0,46.5,-108.0,-232.0,-5.0,-110.0,46.0,-111.0,-234.0,-5.0,-110.0,45.5,-110.0,-230.0,-5.0,-107.0,46.0,-108.0,-230.0,-5.0,-110.0,45.5,-110.0,-244.0,-5.0,-111.0,46.0,-116.0
4642863,1531,473,2022,13,Sun 12/4,4:25 PM,Kansas City,24,FINAL,29.74,1160.0,39.1,4410.0,84.35,0.0,-140.0,-2.5,-113.0,51.5,-110.0,-143.0,-2.5,-115.0,53.0,-115.0,-150.0,-2.5,-120.0,54.0,-110.0,-145.0,-2.5,-110.0,52.5,-110.0,-145.0,-2.5,-110.0,52.5,-110.0,-131.0,-2.5,-104.0,53.0,-104.0,-143.0,-2.0,-115.0,53.5,-110.0,-140.0,-2.5,-115.0,53.5,-110.0,-145.0,-2.5,-113.0,53.5,-108.0,-141.0,-2.5,-115.0,53.5,-109.0,-141.0,2.5,-115.0,52.5,-110.0,-143.0,-2.0,-115.0,53.5,-110.0,-145.0,-2.5,-115.0,52.5,-110.0,-137.0,-3.0,-105.0,53.0,-108.0
4642863,1522,474,2022,13,,,Cincinnati,27,,70.26,2740.0,60.9,6870.0,15.65,0.0,120.0,2.5,-107.0,51.5,-110.0,123.0,2.5,-105.0,53.0,-105.0,130.0,2.5,100.0,54.0,-110.0,125.0,2.5,-110.0,52.5,-110.0,125.0,2.5,-110.0,52.5,-110.0,119.0,2.5,-106.0,53.0,-108.0,123.0,2.0,-105.0,53.5,-110.0,120.0,2.5,-105.0,53.5,-110.0,125.0,2.5,-103.0,53.5,-108.0,121.0,2.5,-105.0,53.5,-111.0,115.0,2.5,-105.0,52.5,-110.0,123.0,2.0,-105.0,53.5,-110.0,125.0,2.5,-105.0,52.5,-110.0,114.0,3.0,-132.0,53.0,-112.0
4642864,75380,471,2022,13,Sun 12/4,4:25 PM,L.A. Chargers,20,FINAL,38.74,980.0,39.71,2990.0,85.78,0.0,-135.0,-3.0,-110.0,48.0,-110.0,120.0,2.5,-105.0,49.5,-107.0,125.0,2.5,-105.0,49.5,-110.0,130.0,2.5,-101.0,49.5,-109.0,130.0,2.5,-101.0,49.5,-109.0,124.0,2.5,-102.0,49.0,-108.0,119.0,3.0,-126.0,49.5,-115.0,120.0,2.5,-105.0,49.5,-110.0,125.0,2.5,-108.0,49.5,-108.0,125.0,2.5,-108.0,49.5,-110.0,109.0,2.5,-110.0,49.5,-110.0,119.0,3.0,-126.0,49.5,-115.0,120.0,2.5,-105.0,49.5,-110.0,122.0,2.5,-105.0,49.5,-111.0
4642864,1533,472,2022,13,,,Las Vegas,27,,61.26,1550.0,60.29,4540.0,14.22,0.0,115.0,3.0,-110.0,48.0,-110.0,-140.0,-2.5,-115.0,49.5,-113.0,-145.0,-2.5,-115.0,49.5,-110.0,-150.0,-2.5,-119.0,49.5,-111.0,-150.0,-2.5,-119.0,49.5,-111.0,-137.0,-2.5,-108.0,49.0,-104.0,-139.0,-3.0,106.0,49.5,-105.0,-140.0,-2.5,-115.0,49.5,-110.0,-145.0,-2.5,-108.0,49.5,-108.0,-145.0,-2.5,-112.0,49.5,-110.0,-132.0,-2.5,-110.0,49.5,-110.0,-139.0,-3.0,106.0,49.5,-105.0,-140.0,-2.5,-115.0,49.5,-110.0,-147.0,-2.5,-116.0,49.5,-109.0
4642865,1527,475,2022,13,Sun 12/4,8:20 PM,Indianapolis,19,FINAL,71.58,4610.0,79.19,9590.0,66.97,0.0,460.0,9.5,-110.0,45.0,-110.0,430.0,11.0,-108.0,44.0,-110.0,430.0,11.0,-105.0,44.5,-110.0,426.0,10.5,-110.0,44.0,-115.0,426.0,10.5,-110.0,44.0,-115.0,391.0,11.0,-106.0,44.5,-108.0,442.0,11.0,-108.0,44.0,-110.0,425.0,11.0,-110.0,44.5,-110.0,435.0,11.0,-108.0,44.5,-108.0,420.0,11.0,-112.0,44.5,-111.0,380.0,10.5,-110.0,44.0,-110.0,442.0,11.0,-108.0,44.0,-110.0,430.0,10.5,-110.0,44.5,-110.0,408.0,10.5,-103.0,45.0,-108.0
4642865,1538,476,2022,13,,,Dallas,54,,28.42,1830.0,20.81,2520.0,33.03,0.0,-600.0,-9.5,-110.0,45.0,-110.0,-550.0,-11.0,-112.0,44.0,-110.0,-625.0,-11.0,-115.0,44.5,-110.0,-566.0,-10.5,-110.0,44.0,-105.0,-566.0,-10.5,-110.0,44.0,-105.0,-480.0,-11.0,-104.0,44.5,-104.0,-617.0,-11.0,-112.0,44.0,-110.0,-550.0,-11.0,-110.0,44.5,-110.0,-560.0,-11.0,-108.0,44.5,-108.0,-545.0,-11.0,-108.0,44.5,-109.0,-526.0,-10.5,-110.0,44.0,-110.0,-617.0,-11.0,-112.0,44.0,-110.0,-655.0,-10.5,-110.0,44.5,-110.0,-556.0,-10.5,-128.0,45.0,-119.0
4642852,1526,301,2022,13,Thu 12/1,8:15 PM,Buffalo,24,FINAL,19.67,600.0,39.46,3390.0,64.51,0.0,-240.0,-5.5,-110.0,45.0,-110.0,-207.0,-4.0,-108.0,44.0,-110.0,-210.0,-4.0,-110.0,44.0,-110.0,-200.0,-3.5,-114.0,44.0,-111.0,-200.0,-3.5,-114.0,44.0,-111.0,-190.0,-3.5,-107.0,43.5,-110.0,-209.0,-4.0,-108.0,43.5,-113.0,-210.0,-4.0,-110.0,44.0,-110.0,-210.0,-4.0,-108.0,44.0,-108.0,-206.0,-4.0,-108.0,43.5,-114.0,-206.0,-4.0,-110.0,44.0,-110.0,-209.0,-4.0,-105.0,44.0,-110.0,-215.0,-4.0,-110.0,44.0,-110.0,-204.0,-4.5,-106.0,43.5,-110.0
4642852,1525,302,2022,13,,,New England,10,,80.33,2450.0,60.54,5200.0,35.49,0.0,200.0,5.5,-110.0,45.0,-110.0,177.0,4.0,-112.0,44.0,-110.0,175.0,4.0,-110.0,44.0,-110.0,170.0,3.5,-106.0,44.0,-109.0,170.0,3.5,-106.0,44.0,-109.0,171.0,3.5,-103.0,43.5,-102.0,174.0,4.0,-112.0,43.5,-107.0,180.0,4.0,-110.0,44.0,-110.0,180.0,4.0,-108.0,44.0,-108.0,176.0,4.0,-112.0,43.5,-106.0,165.0,4.0,-110.0,44.0,-110.0,174.0,4.0,-115.0,44.0,-110.0,175.0,4.0,-110.0,44.0,-110.0,168.0,4.5,-125.0,43.5,-110.0
