eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_29,adj_36,adj_44,adj_54,adj_82,ap_8,ap_9,ap_10,ap_16,ap_20,ap_29,ap_36,ap_44,ap_54,ap_82,perc,opening_adj,opening_ap
3452856,116,2018,14,,,Buffalo,23,,1526,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.0,-4.0,-4.5,-108.0,-115.0,-105.0,-105.0,-105.0,-110.0,-105.0,-105.0,-111.0,-110.0,56.09,-4.0,-110
3452857,109,2018,14,Sun 12/9,1:00 PM,Carolina,20,FINAL,1545,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-110.0,-115.0,-112.0,-112.0,-108.0,-110.0,-110.0,-105.0,-107.0,-105.0,56.32,-2.5,-110
3452857,110,2018,14,,,Cleveland,26,,1520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-110.0,-105.0,-108.0,-108.0,-103.0,-110.0,-110.0,-105.0,-113.0,-115.0,43.68,2.5,-110
3452858,117,2018,14,Sun 12/9,1:00 PM,New England,33,FINAL,1525,-9.0,-9.0,-9.0,-9.0,-8.5,-9.0,-9.0,-9.0,-9.0,-9.0,-110.0,-115.0,-110.0,-110.0,-103.0,-105.0,-110.0,-105.0,-110.0,-110.0,43.19,-7.5,-110
3452858,118,2018,14,,,Miami,34,,1524,9.0,9.0,9.0,9.0,8.5,9.0,9.0,9.0,9.0,9.0,-110.0,-105.0,-110.0,-110.0,-108.0,-115.0,-110.0,-105.0,-110.0,-110.0,56.81,7.5,-110
3452859,105,2018,14,Sun 12/9,1:00 PM,Baltimore,24,FINAL OT,1521,6.5,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,-110.0,-115.0,-104.0,-104.0,-105.0,-105.0,-110.0,-105.0,-111.0,-125.0,45.71,7.5,-110
3452859,106,2018,14,,,Kansas City,27,,1531,-6.5,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-7.0,-110.0,-105.0,-116.0,-116.0,-105.0,-115.0,-110.0,-105.0,-109.0,105.0,54.29,-7.5,-110
3452860,125,2018,14,Sun 12/9,4:05 PM,Cincinnati,21,FINAL,1522,17.0,16.5,16.5,16.5,17.0,17.0,16.5,16.5,16.5,16.5,-120.0,-110.0,-110.0,-110.0,-109.0,-120.0,-110.0,-105.0,-106.0,-110.0,50.63,14.5,-110
3452860,126,2018,14,,,L.A. Chargers,26,,75380,-17.0,-16.5,-16.5,-16.5,-17.0,-17.0,-16.5,-16.5,-16.5,-16.5,100.0,-110.0,-110.0,-110.0,-102.0,100.0,-110.0,-105.0,-114.0,-110.0,49.37,-14.5,-110
3452861,123,2018,14,Sun 12/9,4:05 PM,Denver,13,FINAL,1534,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-105.0,-110.0,-110.0,-112.0,-110.0,-110.0,-110.0,-111.0,-110.0,55.47,-3.5,-110
3452861,124,2018,14,,,San Francisco,20,,1547,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,-115.0,-110.0,-110.0,101.0,-110.0,-110.0,100.0,-109.0,-110.0,44.53,3.5,-110
3452862,127,2018,14,Sun 12/9,4:25 PM,Detroit,17,FINAL,1539,-2.5,-3.0,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-115.0,100.0,-110.0,-110.0,-110.0,100.0,-116.0,-105.0,-111.0,-115.0,52.31,-3.0,-110
3452862,128,2018,14,,,Arizona,3,,1549,2.5,3.0,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,-105.0,-120.0,-110.0,-110.0,-101.0,-120.0,-105.0,-105.0,-109.0,-105.0,47.69,3.0,-110
3452863,129,2018,14,Sun 12/9,4:25 PM,Philadelphia,23,FINAL OT,1536,3.0,3.5,3.0,3.0,3.5,3.5,3.5,3.5,3.5,3.0,100.0,-110.0,105.0,105.0,-110.0,-115.0,-120.0,-115.0,-120.0,100.0,45.95,3.0,-110
3452863,130,2018,14,,,Dallas,29,,1538,-3.0,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-120.0,-110.0,-126.0,-126.0,-101.0,-105.0,100.0,105.0,100.0,-120.0,54.05,-3.0,-110
3452864,131,2018,14,Sun 12/9,4:25 PM,Pittsburgh,21,FINAL,1519,-10.0,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-9.5,-10.0,-10.0,-102.0,-105.0,-103.0,-103.0,117.0,-110.0,-105.0,-105.0,-105.0,-105.0,47.69,-13.0,-110
3452864,132,2018,14,,,Oakland,24,,1533,10.0,10.0,10.0,10.0,10.5,10.0,10.0,9.5,10.0,10.0,-118.0,-115.0,-118.0,-118.0,-133.0,-110.0,-116.0,-105.0,-115.0,-115.0,52.31,13.0,-110
3452851,119,2018,14,Sun 12/9,8:20 PM,L.A. Rams,6,FINAL,1550,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-3.5,103.0,-115.0,105.0,105.0,107.0,-110.0,100.0,105.0,-118.0,-105.0,53.31,-4.5,-110
3452851,120,2018,14,,,Chicago,15,,1540,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.5,-123.0,-105.0,-125.0,-125.0,-120.0,-110.0,-120.0,-115.0,-102.0,-115.0,46.69,4.5,-110
3452850,101,2018,14,Thu 12/6,8:20 PM,Jacksonville,9,FINAL,1529,5.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,-110.0,-115.0,-110.0,-116.0,-103.0,-105.0,-110.0,-105.0,-109.0,-105.0,43.31,3.5,-110
3452850,102,2018,14,,,Tennessee,30,,1528,-5.0,-6.0,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-110.0,-105.0,-110.0,-104.0,-107.0,-115.0,-110.0,-105.0,-111.0,-115.0,56.69,-3.5,-110
