eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700728,462,2023,5,,,New England,0,,1525,-2.0,-2.0,-2.0,-2.0,-1.5,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.5,-112.0,-110.0,-115.0,-115.0,-110.0,-115.0,-115.0,-110.0,-108.0,-110.0,-115.0,-110.0,-119.0,46.47,-2.5,-112
4700729,459,2023,5,Sun 10/8,1:00 PM,N.Y. Giants,16,FINAL,1535,12.5,12.0,13.0,13.0,13.0,12.5,12.5,12.5,12.0,12.0,12.5,12.5,12.0,-108.0,-110.0,-120.0,-120.0,-121.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,88.53,10.0,-110
4700729,460,2023,5,,,Miami,31,,1524,-12.5,-12.0,-13.0,-13.0,-13.0,-12.5,-12.5,-12.5,-12.0,-12.0,-12.5,-12.5,-12.0,-112.0,-110.0,100.0,100.0,110.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,-120.0,11.47,-10.0,-110
4700730,467,2023,5,Sun 10/8,4:05 PM,Philadelphia,23,FINAL,1536,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-110.0,-110.0,-109.0,-111.0,106.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-109.0,42.47,-6.0,-110
4700730,468,2023,5,,,L.A. Rams,14,,1550,3.5,3.5,3.5,3.5,4.0,3.5,4.0,3.5,3.5,3.5,3.5,3.5,4.0,-110.0,-110.0,-111.0,-109.0,-117.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-122.0,57.53,6.0,-110
4700731,465,2023,5,Sun 10/8,4:05 PM,Cincinnati,34,FINAL,1522,-3.0,-3.5,-3.0,-3.0,-3.0,-3.5,-3.5,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-125.0,100.0,-125.0,-125.0,-115.0,-105.0,-105.0,-120.0,-128.0,-131.0,-105.0,-125.0,-115.0,43.31,-5.5,-110
4700731,466,2023,5,,,Arizona,20,,1549,3.0,3.5,3.0,3.0,3.0,3.5,3.5,3.0,3.0,3.0,3.5,3.0,3.0,105.0,-120.0,105.0,105.0,104.0,-115.0,-115.0,100.0,112.0,111.0,-115.0,105.0,102.0,56.69,5.5,-110
4700732,469,2023,5,Sun 10/8,4:25 PM,N.Y. Jets,31,FINAL,1523,2.0,2.5,2.0,2.5,2.5,2.0,2.0,2.0,2.0,2.5,2.0,2.5,1.5,-108.0,-105.0,-110.0,-112.0,-105.0,100.0,-105.0,-110.0,-108.0,-110.0,100.0,-110.0,-110.0,39.68,2.5,105
4700732,470,2023,5,,,Denver,21,,1534,-2.0,-2.5,-2.0,-2.5,-2.5,-2.0,-2.0,-2.0,-2.0,-2.5,-2.0,-2.5,-1.5,-112.0,-115.0,-110.0,-108.0,-105.0,-120.0,-115.0,-110.0,-108.0,-110.0,-120.0,-110.0,-120.0,60.32,-2.5,-125
4700733,471,2023,5,Sun 10/8,4:25 PM,Kansas City,27,FINAL,1531,-3.0,-3.5,-3.0,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.0,-120.0,-105.0,-125.0,-125.0,104.0,-115.0,-105.0,-105.0,112.0,105.0,-115.0,100.0,-114.0,25.44,-6.5,-110
4700733,472,2023,5,,,Minnesota,20,,1541,3.0,3.5,3.0,3.0,3.5,3.0,3.5,3.5,3.5,3.5,3.0,3.5,3.0,100.0,-115.0,105.0,105.0,-115.0,-105.0,-115.0,-115.0,-128.0,-125.0,-105.0,-120.0,100.0,74.56,6.5,-110
4700632,473,2023,5,Sun 10/8,8:20 PM,Dallas,10,FINAL,1538,3.5,3.5,3.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-115.0,-105.0,100.0,-114.0,-109.0,-115.0,-115.0,-115.0,-108.0,-110.0,-115.0,-120.0,-114.0,63.14,3.5,-110
4700632,474,2023,5,,,San Francisco,42,,1547,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-105.0,-115.0,-120.0,-106.0,-101.0,-105.0,-105.0,-105.0,-108.0,-110.0,-105.0,100.0,101.0,36.86,-3.5,-110
4700723,305,2023,5,Thu 10/5,8:15 PM,Chicago,40,FINAL,1540,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,-115.0,-115.0,-115.0,-116.0,-109.0,-117.0,-115.0,-110.0,-108.0,-114.0,-117.0,-110.0,-110.0,67.98,5.0,-110
4700723,306,2023,5,,,Washington,20,,1537,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-5.5,-6.0,-6.0,-6.0,-6.0,-105.0,-105.0,-105.0,-104.0,-101.0,-103.0,-105.0,-110.0,-108.0,-106.0,-103.0,-110.0,-103.0,32.02,-5.0,-110
