eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4700714,253,2023,4,Sun 10/1,1:00 PM,Miami,20,FINAL,1524,3.0,3.0,3.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,3.0,3.0,3.0,-115.0,-110.0,-115.0,-115.0,-105.0,-120.0,100.0,-120.0,-108.0,-110.0,-120.0,-110.0,-111.0,43.89,3.0,105
4700714,254,2023,4,,,Buffalo,48,,1526,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-2.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-105.0,-110.0,-105.0,-105.0,-105.0,100.0,-120.0,100.0,-108.0,-110.0,100.0,-110.0,-101.0,56.11,-3.0,-125
4700715,269,2023,4,Sun 10/1,1:00 PM,Cincinnati,3,FINAL,1522,-2.0,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-120.0,-115.0,-110.0,-110.0,-102.0,100.0,-120.0,-110.0,-108.0,-110.0,100.0,-110.0,-106.0,25.92,-2.5,-110
4700715,270,2023,4,,,Tennessee,27,,1528,2.0,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,2.5,2.5,100.0,-105.0,-110.0,-110.0,-108.0,-120.0,100.0,-110.0,-108.0,-110.0,-120.0,-110.0,-106.0,74.08,2.5,-110
4700716,259,2023,4,Sun 10/1,1:00 PM,Baltimore,28,FINAL,1521,-1.5,-1.0,-1.0,-1.0,-1.0,-1.5,-1.5,-1.5,-2.0,-1.5,-1.5,-1.5,-1.5,-108.0,-115.0,-115.0,-115.0,-109.0,-115.0,-115.0,-110.0,-108.0,-110.0,-115.0,-110.0,-110.0,40.47,-2.0,-110
4700716,260,2023,4,,,Cleveland,3,,1520,1.5,1.0,1.0,1.0,1.0,1.5,1.5,1.5,2.0,1.5,1.5,1.5,1.5,-112.0,-105.0,-105.0,-105.0,-102.0,-105.0,-105.0,-110.0,-108.0,-110.0,-105.0,-110.0,-120.0,59.53,2.0,-110
4700717,257,2023,4,Sun 10/1,1:00 PM,Denver,31,FINAL,1534,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-108.0,100.0,-105.0,-105.0,104.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,100.0,30.9,-2.5,-110
4700717,258,2023,4,,,Chicago,28,,1540,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-112.0,-120.0,-115.0,-115.0,-115.0,-110.0,-110.0,-110.0,-108.0,-110.0,-110.0,-110.0,-112.0,69.1,2.5,-110
4700718,271,2023,4,Sun 10/1,4:05 PM,Las Vegas,17,FINAL,1533,7.0,6.5,6.0,6.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,-125.0,-115.0,-107.0,-107.0,-124.0,-115.0,-110.0,-110.0,-108.0,-110.0,-115.0,-102.0,-103.0,82.46,4.5,-110
4700718,272,2023,4,,,L.A. Chargers,24,,75380,-7.0,-6.5,-6.0,-6.0,-7.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-7.0,105.0,-105.0,-113.0,-113.0,112.0,-105.0,-110.0,-110.0,-108.0,-110.0,-105.0,-118.0,-110.0,17.54,-4.5,-110
4700719,273,2023,4,Sun 10/1,4:25 PM,New England,3,FINAL,1525,6.0,6.0,6.0,6.0,6.0,6.5,6.0,6.0,6.0,6.0,6.5,6.5,5.5,-106.0,-105.0,-104.0,-103.0,-102.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-115.0,-106.0,69.59,8.0,-112
4700719,274,2023,4,,,Dallas,38,,1538,-6.0,-6.0,-6.0,-6.0,-6.0,-6.5,-6.0,-6.0,-6.0,-6.0,-6.5,-6.5,-5.5,-114.0,-115.0,-117.0,-117.0,-108.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-105.0,-125.0,30.41,-8.0,-108
4700720,275,2023,4,Sun 10/1,4:25 PM,Arizona,16,FINAL,1549,15.0,15.5,14.5,14.5,14.5,15.0,14.5,14.5,14.5,15.5,15.0,14.5,14.5,-110.0,-110.0,-116.0,-110.0,103.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-110.0,-110.0,74.98,14.0,-110
4700720,276,2023,4,,,San Francisco,35,,1547,-15.0,-15.5,-14.5,-14.5,-14.5,-15.0,-14.5,-14.5,-14.5,-15.5,-15.0,-14.5,-14.5,-110.0,-110.0,-104.0,-110.0,-114.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-110.0,-120.0,25.02,-14.0,-110
4700721,277,2023,4,Sun 10/1,8:20 PM,Kansas City,23,FINAL,1531,-8.0,-8.5,-7.5,-7.5,-8.5,-8.0,-8.0,-8.5,-7.5,-7.5,-8.0,-8.0,-8.5,-110.0,-110.0,-105.0,-105.0,107.0,-110.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-111.0,12.07,-7.0,-110
4700721,278,2023,4,,,N.Y. Jets,20,,1523,8.0,8.5,7.5,7.5,8.5,8.0,8.0,8.5,7.5,7.5,8.0,8.0,8.5,-110.0,-110.0,-115.0,-115.0,-118.0,-110.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,-119.0,87.93,7.0,-110
4700708,101,2023,4,Thu 9/28,8:15 PM,Detroit,34,FINAL,1539,-2.0,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.0,-115.0,-110.0,-110.0,-110.0,-101.0,-107.0,-105.0,-110.0,-108.0,-110.0,-107.0,-110.0,-111.0,39.26,1.0,-110
4700708,102,2023,4,,,Green Bay,20,,1542,2.0,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.0,2.5,2.0,-105.0,-110.0,-110.0,-110.0,-109.0,-113.0,-115.0,-110.0,-108.0,-110.0,-113.0,-110.0,-101.0,60.74,-1.0,-110
