eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_29,adj_36,adj_44,adj_54,adj_82,adj_123,adj_127,adj_130,ap_8,ap_9,ap_10,ap_16,ap_20,ap_29,ap_36,ap_44,ap_54,ap_82,ap_123,ap_127,ap_130,perc,opening_adj,opening_ap
4765680,459,2025,1,Sun 9/7,1:00 PM,Carolina,,,1545,2.5,2.5,2.5,2.5,2.5,2.5,3.0,2.5,3.0,2.5,2.5,2.5,2.5,100.0,100.0,100.0,100.0,104.0,100.0,-110.0,102.0,-121.0,-105.0,100.0,100.0,104.0,50.0,2.5,100
4765680,460,2025,1,,,Jacksonville,,,1529,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-120.0,-120.0,-120.0,-120.0,-115.0,-120.0,-110.0,-118.0,101.0,-115.0,-120.0,-120.0,-115.0,50.0,-2.5,-120
4765681,461,2025,1,Sun 9/7,1:00 PM,N.Y. Giants,,,1535,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,-112.0,-115.0,-112.0,-112.0,-108.0,-115.0,-120.0,-108.0,-106.0,-110.0,-110.0,-110.0,-108.0,,7.0,-110
4765681,462,2025,1,,,Washington,,,1537,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-6.5,-108.0,-105.0,-108.0,-108.0,-102.0,-105.0,-120.0,-108.0,-114.0,-110.0,-110.0,-110.0,-102.0,,-7.0,-110
4765682,467,2025,1,Sun 9/7,1:00 PM,Arizona,,,1549,-6.0,-6.0,-6.0,-6.0,-5.0,-5.5,-5.5,-6.0,-5.5,-5.5,-6.0,-6.0,-5.0,-110.0,-110.0,-110.0,-110.0,-122.0,-110.0,-120.0,-108.0,-113.0,-110.0,-110.0,-110.0,-122.0,100.0,-4.5,-110
4765682,468,2025,1,,,New Orleans,,,1543,6.0,6.0,6.0,6.0,5.0,5.5,5.5,6.0,5.5,5.5,6.0,6.0,5.0,-110.0,-110.0,-110.0,-110.0,111.0,-110.0,-120.0,-108.0,-107.0,-110.0,-110.0,-110.0,111.0,0.0,4.5,-110
4765683,463,2025,1,Sun 9/7,1:00 PM,Cincinnati,,,1522,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-5.5,-110.0,-110.0,-115.0,-115.0,-105.0,-110.0,-120.0,-108.0,-111.0,-110.0,-110.0,-110.0,-105.0,100.0,-6.0,-110
4765683,464,2025,1,,,Cleveland,,,1520,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,-110.0,-110.0,-105.0,-105.0,-105.0,-110.0,-120.0,-108.0,-109.0,-110.0,-110.0,-110.0,-105.0,0.0,6.0,-110
4765684,465,2025,1,Sun 9/7,1:00 PM,Las Vegas,,,1533,3.0,3.0,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,-112.0,-120.0,-115.0,-115.0,-113.0,-120.0,-138.0,-108.0,-116.0,-110.0,-110.0,-110.0,-111.0,50.0,3.0,-110
4765684,466,2025,1,,,New England,,,1525,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-108.0,100.0,-105.0,-105.0,103.0,100.0,100.0,-108.0,-104.0,-110.0,-110.0,-110.0,102.0,50.0,-3.0,-110
4765685,473,2025,1,Sun 9/7,4:05 PM,San Francisco,,,1547,-2.5,-2.5,-2.0,-2.0,-1.5,-2.5,-2.5,-2.5,-1.5,-2.5,-2.5,-2.5,-1.5,-115.0,-115.0,-114.0,-114.0,-122.0,-110.0,-110.0,-108.0,-111.0,-110.0,-115.0,-112.0,-122.0,0.0,-1.5,-110
4765685,474,2025,1,,,Seattle,,,1548,2.5,2.5,2.0,2.0,1.5,2.5,2.5,2.5,1.5,2.5,2.5,2.5,1.5,-105.0,-105.0,-105.0,-105.0,111.0,-110.0,-125.0,-108.0,-109.0,-110.0,-105.0,-108.0,111.0,100.0,1.5,-110
4765686,471,2025,1,Sun 9/7,4:05 PM,Tennessee,,,1528,7.5,7.5,7.5,7.5,7.5,7.5,8.5,7.5,7.5,8.0,7.5,7.5,7.5,-116.0,-105.0,-110.0,-110.0,-108.0,-115.0,-125.0,-108.0,-110.0,-110.0,-115.0,-115.0,-108.0,0.0,7.5,-110
4765686,472,2025,1,,,Denver,,,1534,-7.5,-7.5,-7.5,-7.5,-7.5,-7.5,-8.5,-7.5,-7.5,-8.0,-7.5,-7.5,-7.5,-104.0,-115.0,-110.0,-110.0,-102.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-105.0,-102.0,100.0,-7.5,-110
4765687,475,2025,1,Sun 9/7,4:25 PM,Detroit,,,1539,2.0,1.5,2.5,2.5,1.0,1.5,2.5,2.0,2.0,2.0,2.0,1.5,1.0,-105.0,-105.0,-110.0,-110.0,104.0,-110.0,-125.0,-108.0,-112.0,-110.0,-110.0,-110.0,104.0,,0.0,-110
4765687,476,2025,1,,,Green Bay,,,1542,-2.0,-1.5,-2.5,-2.5,-1.0,-1.5,-2.5,-2.0,-2.0,-2.0,-2.0,-1.5,-1.0,-115.0,-115.0,-110.0,-110.0,-115.0,-110.0,-110.0,-108.0,-108.0,-110.0,-110.0,-110.0,-115.0,,0.0,-110
4765688,477,2025,1,Sun 9/7,4:25 PM,Houston,,,1530,2.5,2.5,2.5,2.5,2.5,2.5,3.5,2.5,3.0,2.5,2.5,2.5,2.5,-110.0,-105.0,-105.0,-105.0,-101.0,-105.0,-143.0,102.0,-119.0,-110.0,-105.0,-110.0,-102.0,100.0,3.0,-110
4765688,478,2025,1,,,L.A. Rams,,,1550,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-110.0,-115.0,-115.0,-115.0,-109.0,-115.0,105.0,-118.0,-101.0,-110.0,-115.0,-110.0,-108.0,0.0,-3.0,-110
4765689,479,2025,1,Sun 9/7,8:20 PM,Baltimore,,,1521,1.0,1.5,1.0,1.0,1.0,1.0,2.5,1.5,1.5,1.0,1.0,1.0,1.0,-113.0,-115.0,-105.0,-105.0,-101.0,-110.0,-125.0,-108.0,-111.0,-110.0,-110.0,-105.0,-101.0,100.0,2.0,-110
4765689,480,2025,1,,,Buffalo,,,1526,-1.0,-1.5,-1.0,-1.0,-1.0,-1.0,-2.5,-1.5,-1.5,-1.0,-1.0,-1.0,-1.0,-107.0,-105.0,-115.0,-115.0,-109.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-115.0,-109.0,0.0,-2.0,-110
4765690,481,2025,1,Mon 9/8,8:15 PM,Minnesota,,,1541,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-1.5,1.0,1.0,-2.0,-2.0,-2.0,-2.0,-108.0,-110.0,-110.0,-110.0,-104.0,-105.0,-105.0,-108.0,-112.0,-110.0,-110.0,-110.0,-105.0,0.0,1.5,-110
4765690,482,2025,1,,,Chicago,,,1540,2.0,2.0,2.0,2.0,2.0,2.0,1.5,-1.0,-1.0,2.0,2.0,2.0,2.0,-112.0,-110.0,-110.0,-110.0,-106.0,-115.0,-125.0,-108.0,-108.0,-110.0,-110.0,-110.0,-105.0,100.0,-1.5,-110
