eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4412842,457,2021,18,Sun 1/9,1:00 PM,Indianapolis,11,FINAL,1527,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-14.0,-110.0,-110.0,-119.0,-121.0,-110.0,-110.0,-108.0,-112.0,-110.0,-114.0,-110.0,50.0,-8.5,-110
4412842,458,2021,18,,,Jacksonville,26,,1529,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,14.0,-110.0,-110.0,107.0,101.0,-110.0,-110.0,-108.0,-108.0,-110.0,-106.0,-110.0,50.0,8.5,-110
4412843,451,2021,18,Sun 1/9,1:00 PM,Green Bay,30,FINAL,1542,-4.0,-4.5,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-110.0,-110.0,-102.0,-106.0,-110.0,-110.0,-108.0,-107.0,-115.0,-106.0,-110.0,50.0,-10.5,-110
4412843,452,2021,18,,,Detroit,37,,1539,4.0,4.5,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,-110.0,-110.0,-110.0,-114.0,-110.0,-110.0,-108.0,-113.0,-105.0,-114.0,-110.0,50.0,10.5,-110
4407466,459,2021,18,Sun 1/9,4:25 PM,N.Y. Jets,10,FINAL,1523,16.0,16.0,16.0,16.0,16.0,16.0,16.0,15.5,16.0,16.0,16.0,-115.0,-115.0,-114.0,-118.0,-110.0,-110.0,-108.0,-110.0,-110.0,-118.0,-110.0,0.0,17.0,-110
4407466,460,2021,18,,,Buffalo,27,,1526,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-16.0,-15.5,-16.0,-16.0,-16.0,-105.0,-105.0,102.0,-102.0,-110.0,-110.0,-108.0,-110.0,-110.0,-102.0,-110.0,100.0,-17.0,-110
4407469,467,2021,18,Sun 1/9,4:25 PM,New Orleans,30,FINAL,1543,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-4.0,-4.5,-4.5,-116.0,-110.0,-107.0,-111.0,-110.0,-110.0,-108.0,-110.0,-110.0,-111.0,-110.0,25.0,-3.5,-110
4407469,468,2021,18,,,Atlanta,20,,1546,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,4.0,4.5,4.5,-104.0,-110.0,-104.0,-109.0,-110.0,-110.0,-108.0,-110.0,-110.0,-109.0,-110.0,75.0,3.5,-110
4407472,461,2021,18,Sun 1/9,4:25 PM,Carolina,17,FINAL,1545,10.5,10.5,10.5,10.5,10.5,10.5,10.5,11.0,10.5,10.5,11.0,-105.0,-105.0,-101.0,-105.0,-110.0,-110.0,-108.0,-111.0,-105.0,-105.0,-110.0,64.29,16.5,-110
4407472,462,2021,18,,,Tampa Bay,41,,1544,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-11.0,-10.5,-10.5,-11.0,-115.0,-115.0,-111.0,-115.0,-110.0,-110.0,-108.0,-109.0,-115.0,-115.0,-110.0,35.71,-16.5,-110
4407474,479,2021,18,Sun 1/9,4:25 PM,San Francisco,27,FINAL OT,1547,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.0,3.5,3.5,3.5,-120.0,-115.0,-119.0,-123.0,-120.0,-110.0,102.0,-102.0,-115.0,-123.0,-115.0,50.0,6.0,-110
4407474,480,2021,18,,,L.A. Rams,24,,1550,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,100.0,-105.0,107.0,103.0,100.0,-110.0,-118.0,-118.0,-105.0,103.0,-105.0,50.0,-6.0,-110
4407476,455,2021,18,Sun 1/9,4:25 PM,New England,24,FINAL,1525,-5.5,-6.0,-6.0,-6.0,-6.0,-5.5,-6.0,-6.0,-6.0,-6.0,-5.5,-111.0,-110.0,-103.0,-108.0,-105.0,-110.0,-108.0,-108.0,-115.0,-108.0,-110.0,21.43,-2.5,-110
4407476,456,2021,18,,,Miami,33,,1524,5.5,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,5.5,-109.0,-110.0,-108.0,-112.0,-115.0,-110.0,-108.0,-112.0,-105.0,-112.0,-110.0,78.57,2.5,-110
4412841,475,2021,18,Sun 1/9,4:25 PM,Seattle,38,FINAL,1548,5.5,5.5,5.5,5.5,5.5,5.0,5.5,5.5,5.5,5.5,5.5,-115.0,-110.0,102.0,-109.0,-115.0,-110.0,-108.0,-107.0,-110.0,-109.0,-110.0,57.14,5.0,-110
4412841,476,2021,18,,,Arizona,30,,1549,-5.5,-5.5,-5.5,-5.5,-5.5,-5.0,-5.5,-5.5,-5.5,-5.5,-5.5,-105.0,-110.0,-114.0,-111.0,-105.0,-110.0,-108.0,-113.0,-110.0,-111.0,-110.0,42.86,-5.0,-110
4407467,481,2021,18,Sun 1/9,8:20 PM,L.A. Chargers,32,FINAL OT,75380,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-115.0,-120.0,-110.0,-115.0,100.0,-115.0,-113.0,-118.0,-120.0,-115.0,-110.0,73.33,-2.0,-110
4407467,482,2021,18,,,Las Vegas,35,,1533,3.0,3.0,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.0,-105.0,100.0,-101.0,-105.0,-120.0,-105.0,-103.0,-102.0,100.0,-105.0,-110.0,26.67,2.0,-110
4407475,477,2021,18,Sat 1/8,4:30 PM,Kansas City,28,FINAL,1531,-10.5,-12.0,-11.0,-11.0,-11.0,-11.5,-11.5,-11.0,-11.5,-11.0,-11.5,-115.0,-115.0,-109.0,-113.0,-115.0,-110.0,-108.0,-110.0,-115.0,-113.0,-110.0,25.0,-3.0,-125
4407475,478,2021,18,,,Denver,24,,1534,10.5,12.0,11.0,11.0,11.0,11.5,11.5,11.0,11.5,11.0,11.5,-105.0,-105.0,-102.0,-107.0,-105.0,-110.0,-108.0,-110.0,-105.0,-107.0,-110.0,75.0,3.0,105
4407471,469,2021,18,Sat 1/8,8:15 PM,Dallas,51,FINAL,1538,-3.5,-6.5,-6.5,-6.5,-6.0,-6.0,-6.0,-6.0,-7.0,-6.5,-7.0,-112.0,-115.0,101.0,-103.0,-110.0,-110.0,-108.0,-113.0,105.0,-103.0,110.0,56.25,-4.0,-105
4407471,470,2021,18,,,Philadelphia,26,,1536,3.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,7.0,6.5,7.0,-108.0,-105.0,-113.0,-117.0,-110.0,-110.0,-108.0,-107.0,-130.0,-117.0,-130.0,43.75,4.0,-115
