eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407312,459,2021,7,Sun 10/24,1:00 PM,Atlanta,30,FINAL,1546,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.5,-1.0,-114.0,-115.0,-108.0,-114.0,-110.0,-110.0,-108.0,-112.0,-110.0,-113.0,-115.0,50.0,-2.0,-110
4407312,460,2021,7,,,Miami,28,,1524,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.0,-106.0,-105.0,-102.0,-106.0,-110.0,-110.0,-108.0,-108.0,-110.0,-107.0,-105.0,50.0,2.0,-110
4407315,453,2021,7,Sun 10/24,1:00 PM,Carolina,3,FINAL,1545,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-101.0,-110.0,106.0,-102.0,-105.0,100.0,-103.0,-103.0,100.0,102.0,-105.0,22.22,-2.5,-126
4407315,454,2021,7,,,N.Y. Giants,25,,1535,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-119.0,-110.0,-117.0,-118.0,-115.0,-120.0,-113.0,-117.0,-120.0,-122.0,-115.0,77.78,2.5,106
4407307,465,2021,7,Sun 10/24,4:05 PM,Philadelphia,22,FINAL,1536,1.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.0,-120.0,102.0,-105.0,-115.0,-110.0,-108.0,-108.0,-110.0,-105.0,-110.0,60.5,3.0,-113
4407307,466,2021,7,,,Las Vegas,33,,1533,-1.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-105.0,100.0,-113.0,-115.0,-105.0,-110.0,-108.0,-112.0,-110.0,-115.0,-110.0,39.5,-3.0,-107
4407313,463,2021,7,Sun 10/24,4:05 PM,Detroit,19,FINAL,1539,16.5,16.5,17.0,17.0,16.5,16.5,16.5,16.5,16.5,17.0,16.5,-110.0,-105.0,-123.0,-127.0,-110.0,-110.0,-108.0,-112.0,-105.0,-126.0,-110.0,25.0,15.0,-115
4407313,464,2021,7,,,L.A. Rams,28,,1550,-16.5,-16.5,-17.0,-17.0,-16.5,-16.5,-16.5,-16.5,-16.5,-17.0,-16.5,-110.0,-115.0,111.0,107.0,-110.0,-110.0,-108.0,-108.0,-115.0,106.0,-110.0,75.0,-15.0,-105
4407308,467,2021,7,Sun 10/24,4:25 PM,Chicago,3,FINAL,1540,12.0,12.0,12.5,12.5,12.5,12.0,11.5,11.5,12.0,12.5,11.5,-113.0,-105.0,-115.0,-119.0,-115.0,-110.0,-108.0,-111.0,-110.0,-119.0,-110.0,70.88,13.0,-115
4407308,468,2021,7,,,Tampa Bay,38,,1544,-12.0,-12.0,-12.5,-12.5,-12.5,-12.0,-11.5,-11.5,-12.0,-12.5,-11.5,-107.0,-115.0,104.0,-101.0,-105.0,-110.0,-108.0,-109.0,-110.0,-101.0,-110.0,29.12,-13.0,-105
4407311,469,2021,7,Sun 10/24,4:25 PM,Houston,5,FINAL,1530,20.5,20.0,20.5,20.5,20.5,20.0,20.0,20.5,19.5,20.5,20.0,-115.0,-110.0,-113.0,-117.0,-110.0,-110.0,-108.0,-113.0,-105.0,-117.0,-110.0,71.73,17.5,-105
4407311,470,2021,7,,,Arizona,31,,1549,-20.5,-20.0,-20.5,-20.5,-20.5,-20.0,-20.0,-20.5,-19.5,-20.5,-20.0,-105.0,-110.0,102.0,-103.0,-110.0,-110.0,-108.0,-107.0,-115.0,-103.0,-110.0,28.27,-17.5,-115
4407304,471,2021,7,Sun 10/24,8:20 PM,Indianapolis,30,FINAL,1527,3.5,3.5,3.5,3.5,3.0,3.5,3.0,3.5,3.5,3.5,3.5,-115.0,-125.0,-123.0,-127.0,100.0,-120.0,102.0,-119.0,-120.0,-127.0,-120.0,35.29,4.0,-106
4407304,472,2021,7,,,San Francisco,18,,1547,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-3.0,-3.5,-3.5,-3.5,-3.5,-105.0,105.0,111.0,107.0,-120.0,100.0,-118.0,-101.0,100.0,107.0,100.0,64.71,-4.0,-114
4407305,309,2021,7,Thu 10/21,8:20 PM,Denver,14,FINAL,1534,2.0,1.5,1.5,2.0,1.5,1.5,2.0,2.0,1.5,2.0,1.0,-110.0,-105.0,103.0,-110.0,-105.0,-110.0,-108.0,-110.0,-110.0,-110.0,100.0,50.0,1.5,-110
4407305,310,2021,7,,,Cleveland,17,,1520,-2.0,-1.5,-1.5,-2.0,-1.5,-1.5,-2.0,-2.0,-1.5,-2.0,-1.0,-110.0,-115.0,-113.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-110.0,-120.0,50.0,-1.5,-110
