eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407421,309,2021,15,Sun 12/19,1:00 PM,N.Y. Jets,24,FINAL,1523,10.0,10.0,10.5,10.5,10.0,10.5,9.5,9.5,10.0,10.5,10.5,-110.0,-110.0,-128.0,-126.0,-110.0,-110.0,-108.0,-107.0,-110.0,-129.0,-110.0,33.33,7.0,-110
4407421,310,2021,15,,,Miami,31,,1524,-10.0,-10.0,-10.5,-10.5,-10.0,-10.5,-9.5,-9.5,-10.0,-10.5,-10.5,-110.0,-110.0,115.0,106.0,-110.0,-110.0,-108.0,-113.0,-110.0,109.0,-110.0,66.67,-7.0,-110
4407422,321,2021,15,Sun 12/19,1:00 PM,Arizona,12,FINAL,1549,-13.0,-13.0,-13.0,-13.0,-13.0,-13.0,-12.5,-13.0,-13.0,-13.0,-13.0,-101.0,-105.0,-102.0,-107.0,-105.0,-110.0,-108.0,-109.0,-110.0,-107.0,-110.0,33.33,-12.5,-110
4407422,322,2021,15,,,Detroit,30,,1539,13.0,13.0,13.0,13.0,13.0,13.0,12.5,13.0,13.0,13.0,13.0,-119.0,-115.0,-109.0,-113.0,-115.0,-110.0,-108.0,-111.0,-110.0,-113.0,-110.0,66.67,12.5,-110
4407423,317,2021,15,Sun 12/19,1:00 PM,Tennessee,13,FINAL,1528,1.0,1.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,-105.0,-110.0,101.0,-104.0,-110.0,-110.0,-108.0,-109.0,-110.0,-104.0,-110.0,58.33,-2.5,-110
4407423,318,2021,15,,,Pittsburgh,19,,1519,-1.0,-1.5,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-115.0,-110.0,-112.0,-116.0,-110.0,-110.0,-108.0,-111.0,-110.0,-116.0,-110.0,41.67,2.5,-110
4407426,319,2021,15,Sun 12/19,1:00 PM,Houston,30,FINAL,1530,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-113.0,-110.0,102.0,-106.0,-110.0,-110.0,-108.0,-108.0,-110.0,-106.0,-110.0,9.09,3.5,-110
4407426,320,2021,15,,,Jacksonville,16,,1529,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-107.0,-110.0,-113.0,-114.0,-110.0,-110.0,-108.0,-112.0,-110.0,-114.0,-110.0,90.91,-3.5,-110
4407428,307,2021,15,Sun 12/19,1:00 PM,Carolina,14,FINAL,1545,14.5,15.0,14.5,14.5,14.5,14.5,14.5,15.0,14.5,14.5,14.5,-110.0,-110.0,-110.0,-113.0,-105.0,-110.0,-108.0,-111.0,-110.0,-113.0,-105.0,28.57,9.5,-110
4407428,308,2021,15,,,Buffalo,31,,1526,-14.5,-15.0,-14.5,-14.5,-14.5,-14.5,-14.5,-15.0,-14.5,-14.5,-14.5,-110.0,-110.0,-101.0,-107.0,-115.0,-110.0,-108.0,-109.0,-110.0,-107.0,-115.0,71.43,-9.5,-110
4407429,323,2021,15,Sun 12/19,4:05 PM,Atlanta,13,FINAL,1546,9.0,9.0,9.5,9.5,9.0,9.0,9.0,9.0,9.0,9.5,9.0,-113.0,-115.0,-116.0,-120.0,-110.0,-110.0,-108.0,-111.0,-110.0,-120.0,-115.0,62.5,7.5,-110
4407429,324,2021,15,,,San Francisco,31,,1547,-9.0,-9.0,-9.5,-9.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.5,-9.0,-107.0,-105.0,104.0,100.0,-110.0,-110.0,-108.0,-109.0,-110.0,100.0,-105.0,37.5,-7.5,-110
4407432,325,2021,15,Sun 12/19,4:05 PM,Cincinnati,15,FINAL,1522,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-116.0,-125.0,-116.0,-123.0,-120.0,-120.0,-118.0,-119.0,-115.0,-123.0,-120.0,42.86,-3.0,-110
4407432,326,2021,15,,,Denver,10,,1534,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-104.0,105.0,104.0,103.0,100.0,100.0,102.0,-101.0,-105.0,103.0,100.0,57.14,3.0,-110
4407424,315,2021,15,Sun 12/19,4:25 PM,Green Bay,31,FINAL,1542,-9.5,-9.0,-9.5,-9.5,-9.0,-9.0,-9.0,-9.0,-9.0,-9.5,-9.5,-105.0,-110.0,-107.0,-105.0,-110.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,60.0,-2.0,-110
4407424,316,2021,15,,,Baltimore,30,,1521,9.5,9.0,9.5,9.5,9.0,9.0,9.0,9.0,9.0,9.5,9.5,-115.0,-110.0,-104.0,-115.0,-110.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,40.0,2.0,-110
4407430,329,2021,15,Sun 12/19,8:20 PM,New Orleans,9,FINAL,1543,11.5,11.5,11.5,11.5,11.5,11.5,12.0,12.0,11.5,11.5,11.5,-106.0,-110.0,-101.0,-109.0,-110.0,-110.0,-108.0,-111.0,-105.0,-109.0,-110.0,63.16,11.5,-110
4407430,330,2021,15,,,Tampa Bay,0,,1544,-11.5,-11.5,-11.5,-11.5,-11.5,-11.5,-12.0,-12.0,-11.5,-11.5,-11.5,-114.0,-110.0,-110.0,-111.0,-110.0,-110.0,-108.0,-109.0,-115.0,-111.0,-110.0,36.84,-11.5,-110
4407431,311,2021,15,Sat 12/18,8:15 PM,New England,17,FINAL,1525,1.5,1.0,1.0,1.0,1.0,1.5,1.0,0.0,2.0,1.0,1.0,-110.0,-110.0,-111.0,-110.0,-115.0,-110.0,-108.0,-108.0,-115.0,-110.0,-110.0,37.04,-2.5,100
4407431,312,2021,15,,,Indianapolis,27,,1527,-1.5,-1.0,-1.0,-1.0,-1.0,-1.5,-1.0,0.0,-2.0,-1.0,-1.0,-110.0,-110.0,-100.0,-110.0,-105.0,-110.0,-108.0,-112.0,-105.0,-110.0,-110.0,62.96,2.5,-120
4407427,301,2021,15,Thu 12/16,8:20 PM,Kansas City,34,FINAL OT,1531,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-120.0,-115.0,-120.0,-120.0,-120.0,-120.0,-118.0,-119.0,-120.0,-120.0,-120.0,60.0,-3.0,105
4407427,302,2021,15,,,L.A. Chargers,28,,75380,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,-105.0,108.0,100.0,100.0,100.0,102.0,-101.0,100.0,100.0,100.0,40.0,3.0,-125
