eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,ap_8,ap_9,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,perc,opening_adj,opening_ap
4407414,107,2021,14,Sun 12/12,1:00 PM,New Orleans,30,FINAL,1543,-4.5,-4.5,-4.5,-4.5,-4.5,-5.0,-4.5,-4.5,-5.0,-4.5,-5.5,-105.0,-105.0,-101.0,-106.0,-110.0,-110.0,-108.0,-108.0,-105.0,-106.0,-110.0,100.0,-6.5,-110
4407414,108,2021,14,,,N.Y. Jets,9,,1523,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,5.0,4.5,5.5,-115.0,-115.0,-110.0,-114.0,-110.0,-110.0,-108.0,-112.0,-115.0,-114.0,-110.0,0.0,6.5,-110
4407415,115,2021,14,Sun 12/12,1:00 PM,Atlanta,29,FINAL,1546,2.5,3.0,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,3.0,-110.0,-130.0,-106.0,-110.0,-105.0,100.0,-108.0,-105.0,-105.0,-110.0,-125.0,50.0,2.5,-110
4407415,116,2021,14,,,Carolina,21,,1545,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-110.0,110.0,-105.0,-110.0,-115.0,-120.0,-108.0,-115.0,-115.0,-110.0,105.0,50.0,-2.5,-110
4407408,121,2021,14,Sun 12/12,4:05 PM,Detroit,10,FINAL,1539,12.5,12.5,13.0,13.0,13.0,12.5,12.5,12.5,12.5,13.0,11.5,-110.0,-110.0,-112.0,-105.0,-110.0,-110.0,-108.0,-108.0,-110.0,-105.0,-110.0,36.36,8.5,-110
4407408,122,2021,14,,,Denver,38,,1534,-12.5,-12.5,-13.0,-13.0,-13.0,-12.5,-12.5,-12.5,-12.5,-13.0,-11.5,-110.0,-110.0,101.0,-115.0,-110.0,-110.0,-108.0,-112.0,-110.0,-115.0,-110.0,63.64,-8.5,-110
4407416,123,2021,14,Sun 12/12,4:05 PM,N.Y. Giants,21,FINAL,1535,9.0,9.0,9.5,9.5,8.5,9.0,8.5,8.5,9.0,9.5,9.5,-115.0,-110.0,-118.0,-121.0,-110.0,-110.0,-108.0,-111.0,-110.0,-121.0,-110.0,57.14,7.5,-110
4407416,124,2021,14,,,L.A. Chargers,37,,75380,-9.0,-9.0,-9.5,-9.5,-8.5,-9.0,-8.5,-8.5,-9.0,-9.5,-9.5,-105.0,-110.0,106.0,101.0,-110.0,-110.0,-108.0,-109.0,-110.0,101.0,-110.0,42.86,-7.5,-110
4407407,109,2021,14,Sun 12/12,4:25 PM,San Francisco,26,FINAL OT,1547,-1.0,-1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-107.0,-105.0,-108.0,-109.0,-110.0,-110.0,-108.0,-111.0,-110.0,-109.0,-120.0,11.11,2.5,-110
4407407,110,2021,14,,,Cincinnati,23,,1522,1.0,1.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-113.0,-115.0,-103.0,-111.0,-110.0,-110.0,-108.0,-109.0,-110.0,-111.0,100.0,88.89,-2.5,-110
4407409,125,2021,14,Sun 12/12,4:25 PM,Buffalo,27,FINAL OT,1526,3.5,3.5,3.0,3.5,3.5,3.5,3.0,3.0,3.5,3.5,3.5,-120.0,-130.0,-108.0,-126.0,-120.0,-110.0,-103.0,-103.0,-120.0,-126.0,-105.0,33.33,3.5,-120
4407409,126,2021,14,,,Tampa Bay,33,,1544,-3.5,-3.5,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,-3.5,-3.5,-3.5,100.0,110.0,-103.0,106.0,100.0,-110.0,-113.0,-117.0,100.0,106.0,-115.0,66.67,-3.5,100
4407411,127,2021,14,Sun 12/12,8:20 PM,Chicago,30,FINAL,1540,11.5,12.0,11.5,11.5,11.5,11.5,12.0,11.5,12.5,11.5,11.5,-105.0,-110.0,-102.0,-107.0,-110.0,-110.0,-108.0,-109.0,-110.0,-107.0,-110.0,73.33,11.0,-110
4407411,128,2021,14,,,Green Bay,45,,1542,-11.5,-12.0,-11.5,-11.5,-11.5,-11.5,-12.0,-11.5,-12.5,-11.5,-11.5,-115.0,-110.0,-109.0,-113.0,-110.0,-110.0,-108.0,-111.0,-110.0,-113.0,-110.0,26.67,-11.0,-110
4407406,101,2021,14,Thu 12/9,8:20 PM,Pittsburgh,28,FINAL,1519,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,-116.0,-120.0,-117.0,-110.0,-120.0,-115.0,-113.0,-117.0,-115.0,-110.0,100.0,22.73,3.5,-110
4407406,102,2021,14,,,Minnesota,36,,1541,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-104.0,100.0,105.0,-110.0,100.0,-105.0,-103.0,-103.0,-105.0,-110.0,-120.0,77.27,-3.5,-110
