eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_36,adj_44,adj_54,adj_82,adj_84,adj_123,adj_127,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_36,ap_44,ap_54,ap_82,ap_84,ap_123,ap_127,perc,opening_adj,opening_ap
4642845,251,2022,12,Sun 11/27,1:00 PM,Baltimore,27,FINAL,1521,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-3.5,-4.0,-115.0,-115.0,-105.0,-105.0,107.0,-115.0,-115.0,-108.0,-118.0,-110.0,-115.0,-110.0,-103.0,32.22,-3.5,-115
4642845,252,2022,12,,,Jacksonville,28,,1529,3.0,3.0,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.5,3.0,3.5,4.0,-105.0,-105.0,-115.0,-115.0,-118.0,-105.0,-105.0,-108.0,-102.0,-110.0,-105.0,-110.0,-128.0,67.78,3.5,-105
4642846,267,2022,12,Sun 11/27,4:05 PM,L.A. Chargers,25,FINAL,75380,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,2.5,-3.0,-2.5,-3.0,-118.0,-110.0,-114.0,-114.0,-116.0,-105.0,-120.0,-113.0,-114.0,-120.0,-105.0,-120.0,-109.0,30.92,-2.5,-110
4642846,268,2022,12,,,Arizona,24,,1549,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,2.5,3.0,-102.0,-110.0,-105.0,-105.0,105.0,-115.0,100.0,-103.0,-106.0,100.0,-115.0,100.0,-122.0,69.08,2.5,-110
4642847,265,2022,12,Sun 11/27,4:05 PM,Las Vegas,40,FINAL OT,1533,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.5,-117.0,-110.0,-105.0,-105.0,-110.0,-115.0,-110.0,-108.0,-110.0,-110.0,-115.0,-110.0,-111.0,63.35,3.0,-110
4642847,266,2022,12,,,Seattle,34,,1548,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-3.5,-103.0,-110.0,-115.0,-115.0,-100.0,-105.0,-110.0,-108.0,-110.0,-110.0,-105.0,-110.0,-111.0,36.65,-3.0,-110
4642848,271,2022,12,Sun 11/27,4:25 PM,New Orleans,0,FINAL,1543,8.5,9.0,8.5,8.5,9.5,8.5,8.5,8.5,8.5,8.5,8.5,8.5,8.0,-110.0,-115.0,-112.0,-112.0,-115.0,-110.0,-110.0,-108.0,-109.0,-110.0,-110.0,-110.0,100.0,75.67,9.0,-115
4642848,272,2022,12,,,San Francisco,13,,1547,-8.5,-9.0,-8.5,-8.5,-9.5,-8.5,-8.5,-8.5,-8.5,-8.5,-8.5,-8.5,-8.0,-110.0,-105.0,-108.0,-108.0,105.0,-110.0,-110.0,-108.0,-111.0,-110.0,-110.0,-110.0,-120.0,24.33,-9.0,-105
4642849,269,2022,12,Sun 11/27,4:25 PM,L.A. Rams,10,FINAL,1550,15.5,15.5,15.5,15.5,16.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,15.5,-109.0,-110.0,-115.0,-115.0,-110.0,-109.0,-110.0,-108.0,-110.0,-110.0,-109.0,-110.0,-111.0,69.24,10.0,-110
4642849,270,2022,12,,,Kansas City,26,,1531,-15.5,-15.5,-15.5,-15.5,-16.5,-15.5,-15.5,-15.5,-15.5,-15.5,-15.5,-15.5,-15.5,-111.0,-110.0,-105.0,-105.0,-100.0,-111.0,-110.0,-108.0,-110.0,-110.0,-111.0,-110.0,-111.0,30.76,-10.0,-110
4642850,273,2022,12,Sun 11/27,8:20 PM,Green Bay,33,FINAL,1542,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.5,6.5,6.5,6.5,-107.0,-105.0,-110.0,-110.0,-111.0,-110.0,-110.0,-108.0,-106.0,-110.0,-110.0,-110.0,-105.0,65.9,6.0,100
4642850,274,2022,12,,,Philadelphia,40,,1536,-6.0,-6.0,-6.5,-6.5,-6.5,-6.5,-6.5,-6.0,-6.0,-6.5,-6.5,-6.5,-6.5,-113.0,-115.0,-110.0,-110.0,101.0,-110.0,-110.0,-108.0,-114.0,-110.0,-110.0,-110.0,-108.0,34.1,-6.0,-120
4642836,105,2022,12,Thu 11/24,12:30 PM,Buffalo,28,FINAL,1526,-9.5,-9.5,-9.5,-9.5,-10.0,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-108.0,-110.0,-109.0,-109.0,101.0,-114.0,-110.0,-108.0,-109.0,-110.0,-114.0,-110.0,-111.0,46.28,-10.0,-110
4642836,106,2022,12,,,Detroit,25,,1539,9.5,9.5,9.5,9.5,10.0,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,-112.0,-110.0,-111.0,-111.0,-112.0,-106.0,-110.0,-108.0,-111.0,-110.0,-106.0,-110.0,-111.0,53.72,10.0,-110
4642837,107,2022,12,Thu 11/24,4:30 PM,N.Y. Giants,20,FINAL,1535,10.0,10.0,10.0,10.0,10.5,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-110.0,-105.0,-110.0,-110.0,-110.0,-111.0,-110.0,-108.0,-111.0,-110.0,-111.0,-110.0,-115.0,56.49,6.5,-110
4642837,108,2022,12,,,Dallas,28,,1538,-10.0,-10.0,-10.0,-10.0,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-110.0,-115.0,-110.0,-110.0,-100.0,-109.0,-110.0,-108.0,-109.0,-110.0,-109.0,-110.0,-115.0,43.51,-6.5,-110
4642838,109,2022,12,Thu 11/24,8:20 PM,New England,26,FINAL,1525,2.5,2.5,2.5,2.5,2.5,3.0,2.5,2.5,2.5,2.5,3.0,2.5,2.5,100.0,100.0,-110.0,-110.0,-102.0,-120.0,100.0,-103.0,-102.0,-110.0,-120.0,-110.0,-105.0,63.87,3.5,-115
4642838,110,2022,12,,,Minnesota,33,,1541,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-2.5,-2.5,-3.0,-2.5,-2.5,-120.0,-120.0,-110.0,-110.0,-108.0,100.0,-120.0,-113.0,-118.0,-110.0,100.0,-110.0,-116.0,36.13,-3.5,-105
